Genome project	Gene stable ID	Caenorhabditis brenneri [WS251] gene stable ID	Homology type
caenorhabditis_elegans	WBGene00006397	WBGene00144322	ortholog_one2many
caenorhabditis_elegans	WBGene00006397	WBGene00164876	ortholog_one2many
caenorhabditis_elegans	WBGene00006399		
caenorhabditis_elegans	WBGene00006402	WBGene00151119	ortholog_one2many
caenorhabditis_elegans	WBGene00006402	WBGene00148018	ortholog_one2many
caenorhabditis_elegans	WBGene00006404	WBGene00162781	ortholog_one2many
caenorhabditis_elegans	WBGene00006404	WBGene00143324	ortholog_one2many
caenorhabditis_elegans	WBGene00006405	WBGene00141636	ortholog_one2one
caenorhabditis_elegans	WBGene00006406	WBGene00190374	ortholog_one2many
caenorhabditis_elegans	WBGene00006406	WBGene00140254	ortholog_one2many
caenorhabditis_elegans	WBGene00006407	WBGene00157611	ortholog_one2many
caenorhabditis_elegans	WBGene00006407	WBGene00145437	ortholog_one2many
caenorhabditis_elegans	WBGene00006408	WBGene00138855	ortholog_one2one
caenorhabditis_elegans	WBGene00006409	WBGene00145841	ortholog_one2many
caenorhabditis_elegans	WBGene00006409	WBGene00158798	ortholog_one2many
caenorhabditis_elegans	WBGene00006410	WBGene00149733	ortholog_one2one
caenorhabditis_elegans	WBGene00006411	WBGene00142921	ortholog_one2one
caenorhabditis_elegans	WBGene00006412	WBGene00162961	ortholog_one2one
caenorhabditis_elegans	WBGene00006414	WBGene00144214	ortholog_one2one
caenorhabditis_elegans	WBGene00006415	WBGene00151532	ortholog_one2many
caenorhabditis_elegans	WBGene00006415	WBGene00190786	ortholog_one2many
caenorhabditis_elegans	WBGene00006416	WBGene00147376	ortholog_many2many
caenorhabditis_elegans	WBGene00006416	WBGene00144641	ortholog_many2many
caenorhabditis_elegans	WBGene00006418	WBGene00155014	ortholog_one2many
caenorhabditis_elegans	WBGene00006418	WBGene00190314	ortholog_one2many
caenorhabditis_elegans	WBGene00006419	WBGene00140792	ortholog_one2many
caenorhabditis_elegans	WBGene00006423	WBGene00154302	ortholog_one2many
caenorhabditis_elegans	WBGene00006423	WBGene00143116	ortholog_one2many
caenorhabditis_elegans	WBGene00006424	WBGene00156656	ortholog_one2one
caenorhabditis_elegans	WBGene00006428	WBGene00191670	ortholog_one2many
caenorhabditis_elegans	WBGene00006428	WBGene00164085	ortholog_one2many
caenorhabditis_elegans	WBGene00006429		
caenorhabditis_elegans	WBGene00006430		
caenorhabditis_elegans	WBGene00006431	WBGene00158966	ortholog_one2one
caenorhabditis_elegans	WBGene00006432	WBGene00145529	ortholog_one2one
caenorhabditis_elegans	WBGene00006433	WBGene00148557	ortholog_one2many
caenorhabditis_elegans	WBGene00006433	WBGene00141996	ortholog_one2many
caenorhabditis_elegans	WBGene00006434	WBGene00150607	ortholog_one2many
caenorhabditis_elegans	WBGene00006434	WBGene00142547	ortholog_one2many
caenorhabditis_elegans	WBGene00006435		
caenorhabditis_elegans	WBGene00006436	WBGene00154570	ortholog_one2one
caenorhabditis_elegans	WBGene00006437	WBGene00193834	ortholog_one2many
caenorhabditis_elegans	WBGene00006437	WBGene00162489	ortholog_one2many
caenorhabditis_elegans	WBGene00006438		
caenorhabditis_elegans	WBGene00006439	WBGene00163841	ortholog_one2one
caenorhabditis_elegans	WBGene00006440	WBGene00194638	ortholog_one2many
caenorhabditis_elegans	WBGene00006440	WBGene00191463	ortholog_one2many
caenorhabditis_elegans	WBGene00006440	WBGene00193783	ortholog_one2many
caenorhabditis_elegans	WBGene00006441	WBGene00154693	ortholog_one2one
caenorhabditis_elegans	WBGene00006442	WBGene00142245	ortholog_one2one
caenorhabditis_elegans	WBGene00006443	WBGene00190431	ortholog_one2many
caenorhabditis_elegans	WBGene00006443	WBGene00139095	ortholog_one2many
caenorhabditis_elegans	WBGene00006444	WBGene00140426	ortholog_one2many
caenorhabditis_elegans	WBGene00006444	WBGene00192412	ortholog_one2many
caenorhabditis_elegans	WBGene00006445	WBGene00144737	ortholog_one2many
caenorhabditis_elegans	WBGene00006445	WBGene00139483	ortholog_one2many
caenorhabditis_elegans	WBGene00006446	WBGene00193865	ortholog_one2one
caenorhabditis_elegans	WBGene00006447	WBGene00149523	ortholog_one2many
caenorhabditis_elegans	WBGene00006447	WBGene00164170	ortholog_one2many
caenorhabditis_elegans	WBGene00006448	WBGene00151511	ortholog_one2one
caenorhabditis_elegans	WBGene00006449	WBGene00145376	ortholog_one2many
caenorhabditis_elegans	WBGene00006450	WBGene00192623	ortholog_one2many
caenorhabditis_elegans	WBGene00006450	WBGene00190317	ortholog_one2many
caenorhabditis_elegans	WBGene00006452	WBGene00154711	ortholog_one2one
caenorhabditis_elegans	WBGene00006454	WBGene00151299	ortholog_one2one
caenorhabditis_elegans	WBGene00006456	WBGene00142091	ortholog_one2one
caenorhabditis_elegans	WBGene00006459	WBGene00190489	ortholog_one2one
caenorhabditis_elegans	WBGene00006460	WBGene00143545	ortholog_one2one
caenorhabditis_elegans	WBGene00006461	WBGene00142669	ortholog_one2many
caenorhabditis_elegans	WBGene00006461	WBGene00161824	ortholog_one2many
caenorhabditis_elegans	WBGene00006462	WBGene00155081	ortholog_one2one
caenorhabditis_elegans	WBGene00006463	WBGene00145303	ortholog_one2one
caenorhabditis_elegans	WBGene00006464		
caenorhabditis_elegans	WBGene00006465	WBGene00152186	ortholog_one2one
caenorhabditis_elegans	WBGene00006466		
caenorhabditis_elegans	WBGene00006467	WBGene00154077	ortholog_one2one
caenorhabditis_elegans	WBGene00006468	WBGene00164247	ortholog_one2one
caenorhabditis_elegans	WBGene00006470	WBGene00162966	ortholog_one2many
caenorhabditis_elegans	WBGene00006470	WBGene00154745	ortholog_one2many
caenorhabditis_elegans	WBGene00006471		
caenorhabditis_elegans	WBGene00006472	WBGene00161238	ortholog_one2one
caenorhabditis_elegans	WBGene00006473	WBGene00159593	ortholog_one2many
caenorhabditis_elegans	WBGene00006473	WBGene00139652	ortholog_one2many
caenorhabditis_elegans	WBGene00006474	WBGene00163257	ortholog_one2one
caenorhabditis_elegans	WBGene00006475	WBGene00156450	ortholog_one2one
caenorhabditis_elegans	WBGene00006476	WBGene00159155	ortholog_one2one
caenorhabditis_elegans	WBGene00006477	WBGene00148983	ortholog_one2one
caenorhabditis_elegans	WBGene00006478	WBGene00158807	ortholog_one2one
caenorhabditis_elegans	WBGene00006479	WBGene00160105	ortholog_one2one
caenorhabditis_elegans	WBGene00006481	WBGene00160712	ortholog_one2many
caenorhabditis_elegans	WBGene00006481	WBGene00191475	ortholog_one2many
caenorhabditis_elegans	WBGene00006483	WBGene00163340	ortholog_one2many
caenorhabditis_elegans	WBGene00006483	WBGene00190436	ortholog_one2many
caenorhabditis_elegans	WBGene00006484		
caenorhabditis_elegans	WBGene00006486		
caenorhabditis_elegans	WBGene00006487	WBGene00158877	ortholog_one2one
caenorhabditis_elegans	WBGene00006488		
caenorhabditis_elegans	WBGene00006489	WBGene00149820	ortholog_one2one
caenorhabditis_elegans	WBGene00006490	WBGene00160128	ortholog_one2many
caenorhabditis_elegans	WBGene00006490	WBGene00193759	ortholog_one2many
caenorhabditis_elegans	WBGene00006491	WBGene00156776	ortholog_one2many
caenorhabditis_elegans	WBGene00006491	WBGene00143406	ortholog_one2many
caenorhabditis_elegans	WBGene00006492	WBGene00191992	ortholog_one2many
caenorhabditis_elegans	WBGene00006492	WBGene00153214	ortholog_one2many
caenorhabditis_elegans	WBGene00006493	WBGene00155375	ortholog_one2one
caenorhabditis_elegans	WBGene00006494	WBGene00156409	ortholog_one2one
caenorhabditis_elegans	WBGene00006495	WBGene00162843	ortholog_one2many
caenorhabditis_elegans	WBGene00006495	WBGene00190414	ortholog_one2many
caenorhabditis_elegans	WBGene00006496	WBGene00139266	ortholog_one2many
caenorhabditis_elegans	WBGene00006496	WBGene00139243	ortholog_one2many
caenorhabditis_elegans	WBGene00006497	WBGene00162350	ortholog_one2many
caenorhabditis_elegans	WBGene00006497	WBGene00159748	ortholog_one2many
caenorhabditis_elegans	WBGene00006498	WBGene00160588	ortholog_one2one
caenorhabditis_elegans	WBGene00006499	WBGene00194600	ortholog_one2many
caenorhabditis_elegans	WBGene00006499	WBGene00185066	ortholog_one2many
caenorhabditis_elegans	WBGene00006503	WBGene00157225	ortholog_one2one
caenorhabditis_elegans	WBGene00006504	WBGene00157731	ortholog_one2many
caenorhabditis_elegans	WBGene00006504	WBGene00143899	ortholog_one2many
caenorhabditis_elegans	WBGene00006505	WBGene00190577	ortholog_one2many
caenorhabditis_elegans	WBGene00006505	WBGene00191820	ortholog_one2many
caenorhabditis_elegans	WBGene00006508	WBGene00190432	ortholog_one2many
caenorhabditis_elegans	WBGene00006508	WBGene00162426	ortholog_one2many
caenorhabditis_elegans	WBGene00006509		
caenorhabditis_elegans	WBGene00006510	WBGene00150078	ortholog_one2one
caenorhabditis_elegans	WBGene00006512	WBGene00151797	ortholog_one2many
caenorhabditis_elegans	WBGene00006512	WBGene00160102	ortholog_one2many
caenorhabditis_elegans	WBGene00006512	WBGene00193235	ortholog_one2many
caenorhabditis_elegans	WBGene00006513	WBGene00144630	ortholog_one2many
caenorhabditis_elegans	WBGene00006513	WBGene00160559	ortholog_one2many
caenorhabditis_elegans	WBGene00006514		
caenorhabditis_elegans	WBGene00006515	WBGene00158627	ortholog_one2one
caenorhabditis_elegans	WBGene00006516	WBGene00151288	ortholog_one2one
caenorhabditis_elegans	WBGene00006517	WBGene00151523	ortholog_one2one
caenorhabditis_elegans	WBGene00006518	WBGene00159032	ortholog_one2many
caenorhabditis_elegans	WBGene00006518	WBGene00158099	ortholog_one2many
caenorhabditis_elegans	WBGene00006519	WBGene00148470	ortholog_one2one
caenorhabditis_elegans	WBGene00006520	WBGene00158190	ortholog_one2one
caenorhabditis_elegans	WBGene00006522	WBGene00152582	ortholog_one2many
caenorhabditis_elegans	WBGene00006522	WBGene00191382	ortholog_one2many
caenorhabditis_elegans	WBGene00006523	WBGene00146851	ortholog_one2one
caenorhabditis_elegans	WBGene00006524	WBGene00164091	ortholog_one2one
caenorhabditis_elegans	WBGene00006525		
caenorhabditis_elegans	WBGene00006526	WBGene00147705	ortholog_one2one
caenorhabditis_elegans	WBGene00006527	WBGene00155360	ortholog_one2one
caenorhabditis_elegans	WBGene00006528	WBGene00190716	ortholog_one2one
caenorhabditis_elegans	WBGene00006529	WBGene00160144	ortholog_one2many
caenorhabditis_elegans	WBGene00006529	WBGene00156224	ortholog_one2many
caenorhabditis_elegans	WBGene00006530		
caenorhabditis_elegans	WBGene00006531	WBGene00193107	ortholog_one2one
caenorhabditis_elegans	WBGene00006532		
caenorhabditis_elegans	WBGene00006533	WBGene00157846	ortholog_one2one
caenorhabditis_elegans	WBGene00006534	WBGene00151923	ortholog_one2one
caenorhabditis_elegans	WBGene00006535	WBGene00140081	ortholog_one2one
caenorhabditis_elegans	WBGene00006536		
caenorhabditis_elegans	WBGene00006537	WBGene00162848	ortholog_one2one
caenorhabditis_elegans	WBGene00006538	WBGene00142538	ortholog_one2one
caenorhabditis_elegans	WBGene00006539	WBGene00191476	ortholog_one2one
caenorhabditis_elegans	WBGene00006540	WBGene00148918	ortholog_one2one
caenorhabditis_elegans	WBGene00006541	WBGene00139374	ortholog_one2one
caenorhabditis_elegans	WBGene00006542	WBGene00139784	ortholog_one2one
caenorhabditis_elegans	WBGene00006543	WBGene00164742	ortholog_one2one
caenorhabditis_elegans	WBGene00006544	WBGene00149468	ortholog_one2one
caenorhabditis_elegans	WBGene00006545	WBGene00156620	ortholog_one2one
caenorhabditis_elegans	WBGene00006546	WBGene00158295	ortholog_one2one
caenorhabditis_elegans	WBGene00006547		
caenorhabditis_elegans	WBGene00006549		
caenorhabditis_elegans	WBGene00006550		
caenorhabditis_elegans	WBGene00006551		
caenorhabditis_elegans	WBGene00006552	WBGene00150341	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00152173	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00152323	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00143121	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00164781	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00162465	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00154448	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00158444	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00155700	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00140204	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00156678	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00144930	ortholog_one2many
caenorhabditis_elegans	WBGene00006552	WBGene00157921	ortholog_one2many
caenorhabditis_elegans	WBGene00006553	WBGene00155075	ortholog_one2one
caenorhabditis_elegans	WBGene00006554	WBGene00164071	ortholog_one2many
caenorhabditis_elegans	WBGene00006554	WBGene00163303	ortholog_one2many
caenorhabditis_elegans	WBGene00006555		
caenorhabditis_elegans	WBGene00006556		
caenorhabditis_elegans	WBGene00006557		
caenorhabditis_elegans	WBGene00006558		
caenorhabditis_elegans	WBGene00006559		
caenorhabditis_elegans	WBGene00006560		
caenorhabditis_elegans	WBGene00006561	WBGene00146170	ortholog_one2many
caenorhabditis_elegans	WBGene00006561	WBGene00190057	ortholog_one2many
caenorhabditis_elegans	WBGene00006562	WBGene00148201	ortholog_one2one
caenorhabditis_elegans	WBGene00006563	WBGene00160645	ortholog_one2one
caenorhabditis_elegans	WBGene00006565	WBGene00143250	ortholog_one2one
caenorhabditis_elegans	WBGene00006566	WBGene00192084	ortholog_one2many
caenorhabditis_elegans	WBGene00006566	WBGene00161406	ortholog_one2many
caenorhabditis_elegans	WBGene00006567	WBGene00150891	ortholog_one2one
caenorhabditis_elegans	WBGene00006568	WBGene00157680	ortholog_one2many
caenorhabditis_elegans	WBGene00006568	WBGene00164874	ortholog_one2many
caenorhabditis_elegans	WBGene00006570	WBGene00150332	ortholog_one2many
caenorhabditis_elegans	WBGene00006570	WBGene00141739	ortholog_one2many
caenorhabditis_elegans	WBGene00006571	WBGene00139418	ortholog_one2one
caenorhabditis_elegans	WBGene00006572	WBGene00163185	ortholog_one2many
caenorhabditis_elegans	WBGene00006572	WBGene00159281	ortholog_one2many
caenorhabditis_elegans	WBGene00006573	WBGene00159965	ortholog_one2one
caenorhabditis_elegans	WBGene00006574	WBGene00154801	ortholog_one2one
caenorhabditis_elegans	WBGene00006575	WBGene00148379	ortholog_one2one
caenorhabditis_elegans	WBGene00006576	WBGene00156004	ortholog_one2one
caenorhabditis_elegans	WBGene00006577	WBGene00175069	ortholog_one2one
caenorhabditis_elegans	WBGene00006578	WBGene00152073	ortholog_one2many
caenorhabditis_elegans	WBGene00006578	WBGene00192221	ortholog_one2many
caenorhabditis_elegans	WBGene00006579	WBGene00161714	ortholog_one2one
caenorhabditis_elegans	WBGene00006580	WBGene00155503	ortholog_one2many
caenorhabditis_elegans	WBGene00006580	WBGene00140054	ortholog_one2many
caenorhabditis_elegans	WBGene00006580	WBGene00156515	ortholog_one2many
caenorhabditis_elegans	WBGene00006582	WBGene00193780	ortholog_one2many
caenorhabditis_elegans	WBGene00006582	WBGene00143145	ortholog_one2many
caenorhabditis_elegans	WBGene00006583	WBGene00146023	ortholog_one2one
caenorhabditis_elegans	WBGene00006584	WBGene00158790	ortholog_one2one
caenorhabditis_elegans	WBGene00006585	WBGene00142179	ortholog_one2one
caenorhabditis_elegans	WBGene00006586	WBGene00161700	ortholog_one2many
caenorhabditis_elegans	WBGene00006586	WBGene00154374	ortholog_one2many
caenorhabditis_elegans	WBGene00006587	WBGene00158865	ortholog_one2one
caenorhabditis_elegans	WBGene00006588	WBGene00160232	ortholog_one2one
caenorhabditis_elegans	WBGene00006589	WBGene00140885	ortholog_one2one
caenorhabditis_elegans	WBGene00006590	WBGene00160825	ortholog_one2one
caenorhabditis_elegans	WBGene00006591	WBGene00140730	ortholog_one2one
caenorhabditis_elegans	WBGene00006592	WBGene00146955	ortholog_one2one
caenorhabditis_elegans	WBGene00006593	WBGene00156615	ortholog_one2many
caenorhabditis_elegans	WBGene00006593	WBGene00141995	ortholog_one2many
caenorhabditis_elegans	WBGene00006594	WBGene00145902	ortholog_one2many
caenorhabditis_elegans	WBGene00006594	WBGene00139722	ortholog_one2many
caenorhabditis_elegans	WBGene00006595	WBGene00156962	ortholog_one2one
caenorhabditis_elegans	WBGene00006596	WBGene00148780	ortholog_one2one
caenorhabditis_elegans	WBGene00006597		
caenorhabditis_elegans	WBGene00006598		
caenorhabditis_elegans	WBGene00006599	WBGene00156889	ortholog_one2many
caenorhabditis_elegans	WBGene00006599	WBGene00153884	ortholog_one2many
caenorhabditis_elegans	WBGene00006600	WBGene00163736	ortholog_one2one
caenorhabditis_elegans	WBGene00006601	WBGene00160474	ortholog_one2many
caenorhabditis_elegans	WBGene00006601	WBGene00160708	ortholog_one2many
caenorhabditis_elegans	WBGene00006602	WBGene00143085	ortholog_one2one
caenorhabditis_elegans	WBGene00006603		
caenorhabditis_elegans	WBGene00006604	WBGene00163812	ortholog_one2many
caenorhabditis_elegans	WBGene00006604	WBGene00148133	ortholog_one2many
caenorhabditis_elegans	WBGene00006605	WBGene00194118	ortholog_one2one
caenorhabditis_elegans	WBGene00006606	WBGene00162474	ortholog_one2one
caenorhabditis_elegans	WBGene00006607	WBGene00192074	ortholog_one2many
caenorhabditis_elegans	WBGene00006607	WBGene00159167	ortholog_one2many
caenorhabditis_elegans	WBGene00006607	WBGene00190731	ortholog_one2many
caenorhabditis_elegans	WBGene00006608	WBGene00152841	ortholog_one2many
caenorhabditis_elegans	WBGene00006608	WBGene00155649	ortholog_one2many
caenorhabditis_elegans	WBGene00006609	WBGene00192151	ortholog_one2many
caenorhabditis_elegans	WBGene00006609	WBGene00158474	ortholog_one2many
caenorhabditis_elegans	WBGene00006610	WBGene00141983	ortholog_one2one
caenorhabditis_elegans	WBGene00006611		
caenorhabditis_elegans	WBGene00006612	WBGene00193507	ortholog_one2one
caenorhabditis_elegans	WBGene00006613	WBGene00152470	ortholog_one2one
caenorhabditis_elegans	WBGene00006614	WBGene00161246	ortholog_one2one
caenorhabditis_elegans	WBGene00006615	WBGene00163285	ortholog_one2one
caenorhabditis_elegans	WBGene00006616	WBGene00193657	ortholog_one2many
caenorhabditis_elegans	WBGene00006616	WBGene00192196	ortholog_one2many
caenorhabditis_elegans	WBGene00006617		
caenorhabditis_elegans	WBGene00006618	WBGene00142030	ortholog_one2one
caenorhabditis_elegans	WBGene00006619	WBGene00140060	ortholog_one2many
caenorhabditis_elegans	WBGene00006619	WBGene00191626	ortholog_one2many
caenorhabditis_elegans	WBGene00006620	WBGene00157321	ortholog_one2one
caenorhabditis_elegans	WBGene00006621		
caenorhabditis_elegans	WBGene00006622	WBGene00154904	ortholog_one2one
caenorhabditis_elegans	WBGene00006623	WBGene00142266	ortholog_one2one
caenorhabditis_elegans	WBGene00006624	WBGene00161097	ortholog_one2many
caenorhabditis_elegans	WBGene00006624	WBGene00146101	ortholog_one2many
caenorhabditis_elegans	WBGene00006624	WBGene00139791	ortholog_one2many
caenorhabditis_elegans	WBGene00006624	WBGene00190122	ortholog_one2many
caenorhabditis_elegans	WBGene00006624	WBGene00139153	ortholog_one2many
caenorhabditis_elegans	WBGene00006624	WBGene00147474	ortholog_one2many
caenorhabditis_elegans	WBGene00006625	WBGene00140005	ortholog_one2one
caenorhabditis_elegans	WBGene00006626	WBGene00162998	ortholog_one2many
caenorhabditis_elegans	WBGene00006626	WBGene00145381	ortholog_one2many
caenorhabditis_elegans	WBGene00006627	WBGene00192674	ortholog_one2one
caenorhabditis_elegans	WBGene00006628	WBGene00192050	ortholog_one2one
caenorhabditis_elegans	WBGene00006629	WBGene00150697	ortholog_one2one
caenorhabditis_elegans	WBGene00006630		
caenorhabditis_elegans	WBGene00006631		
caenorhabditis_elegans	WBGene00006632	WBGene00143858	ortholog_one2one
caenorhabditis_elegans	WBGene00006633	WBGene00152219	ortholog_one2one
caenorhabditis_elegans	WBGene00006634	WBGene00150741	ortholog_one2one
caenorhabditis_elegans	WBGene00006635	WBGene00161302	ortholog_one2one
caenorhabditis_elegans	WBGene00006636	WBGene00154119	ortholog_one2one
caenorhabditis_elegans	WBGene00006637	WBGene00162683	ortholog_one2one
caenorhabditis_elegans	WBGene00006638	WBGene00148603	ortholog_one2many
caenorhabditis_elegans	WBGene00006638	WBGene00138984	ortholog_one2many
caenorhabditis_elegans	WBGene00006639	WBGene00151463	ortholog_one2one
caenorhabditis_elegans	WBGene00006640	WBGene00141700	ortholog_one2one
caenorhabditis_elegans	WBGene00006641	WBGene00146814	ortholog_one2many
caenorhabditis_elegans	WBGene00006641	WBGene00142330	ortholog_one2many
caenorhabditis_elegans	WBGene00006642	WBGene00151662	ortholog_one2one
caenorhabditis_elegans	WBGene00006643	WBGene00146176	ortholog_one2one
caenorhabditis_elegans	WBGene00006644	WBGene00154775	ortholog_one2many
caenorhabditis_elegans	WBGene00006644	WBGene00147492	ortholog_one2many
caenorhabditis_elegans	WBGene00006645	WBGene00141685	ortholog_one2many
caenorhabditis_elegans	WBGene00006645	WBGene00159866	ortholog_one2many
caenorhabditis_elegans	WBGene00006646	WBGene00157132	ortholog_one2one
caenorhabditis_elegans	WBGene00006647	WBGene00158336	ortholog_one2one
caenorhabditis_elegans	WBGene00006648	WBGene00151269	ortholog_one2many
caenorhabditis_elegans	WBGene00006648	WBGene00153165	ortholog_one2many
caenorhabditis_elegans	WBGene00006649	WBGene00162057	ortholog_one2one
caenorhabditis_elegans	WBGene00006652	WBGene00140849	ortholog_one2one
caenorhabditis_elegans	WBGene00006654	WBGene00163466	ortholog_one2one
caenorhabditis_elegans	WBGene00006655	WBGene00141559	ortholog_one2one
caenorhabditis_elegans	WBGene00006656	WBGene00144465	ortholog_one2many
caenorhabditis_elegans	WBGene00006656	WBGene00192291	ortholog_one2many
caenorhabditis_elegans	WBGene00006657	WBGene00194008	ortholog_one2one
caenorhabditis_elegans	WBGene00006658	WBGene00160269	ortholog_one2many
caenorhabditis_elegans	WBGene00006658	WBGene00191984	ortholog_one2many
caenorhabditis_elegans	WBGene00006659	WBGene00185010	ortholog_one2one
caenorhabditis_elegans	WBGene00006660	WBGene00163049	ortholog_one2many
caenorhabditis_elegans	WBGene00006660	WBGene00145246	ortholog_one2many
caenorhabditis_elegans	WBGene00006661	WBGene00162248	ortholog_one2many
caenorhabditis_elegans	WBGene00006662	WBGene00150901	ortholog_one2one
caenorhabditis_elegans	WBGene00006663	WBGene00155219	ortholog_one2one
caenorhabditis_elegans	WBGene00006664		
caenorhabditis_elegans	WBGene00006665	WBGene00163671	ortholog_one2one
caenorhabditis_elegans	WBGene00006666	WBGene00190934	ortholog_one2one
caenorhabditis_elegans	WBGene00006667	WBGene00140883	ortholog_one2one
caenorhabditis_elegans	WBGene00006668	WBGene00153020	ortholog_one2many
caenorhabditis_elegans	WBGene00006668	WBGene00144472	ortholog_one2many
caenorhabditis_elegans	WBGene00006669	WBGene00185099	ortholog_one2many
caenorhabditis_elegans	WBGene00006669	WBGene00191146	ortholog_one2many
caenorhabditis_elegans	WBGene00006670	WBGene00143702	ortholog_one2one
caenorhabditis_elegans	WBGene00006671	WBGene00193021	ortholog_one2one
caenorhabditis_elegans	WBGene00006672	WBGene00143249	ortholog_one2one
caenorhabditis_elegans	WBGene00006673	WBGene00160682	ortholog_one2one
caenorhabditis_elegans	WBGene00006674	WBGene00149375	ortholog_one2many
caenorhabditis_elegans	WBGene00006675	WBGene00149375	ortholog_one2many
caenorhabditis_elegans	WBGene00006676	WBGene00190045	ortholog_one2one
caenorhabditis_elegans	WBGene00006677	WBGene00194974	ortholog_one2many
caenorhabditis_elegans	WBGene00006677	WBGene00194603	ortholog_one2many
caenorhabditis_elegans	WBGene00006678	WBGene00163460	ortholog_one2many
caenorhabditis_elegans	WBGene00006678	WBGene00155749	ortholog_one2many
caenorhabditis_elegans	WBGene00006679	WBGene00159739	ortholog_one2many
caenorhabditis_elegans	WBGene00006680	WBGene00143347	ortholog_one2one
caenorhabditis_elegans	WBGene00006681	WBGene00191697	ortholog_one2many
caenorhabditis_elegans	WBGene00006681	WBGene00139073	ortholog_one2many
caenorhabditis_elegans	WBGene00006682	WBGene00152403	ortholog_one2many
caenorhabditis_elegans	WBGene00006682	WBGene00143326	ortholog_one2many
caenorhabditis_elegans	WBGene00006683	WBGene00160552	ortholog_one2one
caenorhabditis_elegans	WBGene00006684	WBGene00157854	ortholog_one2one
caenorhabditis_elegans	WBGene00006685	WBGene00157785	ortholog_one2one
caenorhabditis_elegans	WBGene00006686	WBGene00153585	ortholog_one2one
caenorhabditis_elegans	WBGene00006687	WBGene00192882	ortholog_one2one
caenorhabditis_elegans	WBGene00006688	WBGene00156574	ortholog_one2one
caenorhabditis_elegans	WBGene00006689	WBGene00147150	ortholog_one2one
caenorhabditis_elegans	WBGene00006690	WBGene00154220	ortholog_one2one
caenorhabditis_elegans	WBGene00006691	WBGene00154487	ortholog_one2one
caenorhabditis_elegans	WBGene00006692	WBGene00164764	ortholog_one2one
caenorhabditis_elegans	WBGene00006693	WBGene00193227	ortholog_one2one
caenorhabditis_elegans	WBGene00006694		
caenorhabditis_elegans	WBGene00006695	WBGene00159739	ortholog_one2many
caenorhabditis_elegans	WBGene00006696	WBGene00149263	ortholog_one2one
caenorhabditis_elegans	WBGene00006697	WBGene00164697	ortholog_one2one
caenorhabditis_elegans	WBGene00006698	WBGene00139590	ortholog_one2one
caenorhabditis_elegans	WBGene00006699	WBGene00191698	ortholog_one2many
caenorhabditis_elegans	WBGene00006699	WBGene00144951	ortholog_one2many
caenorhabditis_elegans	WBGene00006699	WBGene00160974	ortholog_one2many
caenorhabditis_elegans	WBGene00006700	WBGene00148942	ortholog_one2one
caenorhabditis_elegans	WBGene00006701	WBGene00190147	ortholog_one2one
caenorhabditis_elegans	WBGene00006702	WBGene00191373	ortholog_one2one
caenorhabditis_elegans	WBGene00006703	WBGene00161636	ortholog_one2one
caenorhabditis_elegans	WBGene00006704	WBGene00149065	ortholog_one2one
caenorhabditis_elegans	WBGene00006705	WBGene00156552	ortholog_one2one
caenorhabditis_elegans	WBGene00006706	WBGene00155832	ortholog_one2many
caenorhabditis_elegans	WBGene00006706	WBGene00153991	ortholog_one2many
caenorhabditis_elegans	WBGene00006707	WBGene00150715	ortholog_one2many
caenorhabditis_elegans	WBGene00006707	WBGene00161085	ortholog_one2many
caenorhabditis_elegans	WBGene00006708	WBGene00158286	ortholog_one2one
caenorhabditis_elegans	WBGene00006709	WBGene00164134	ortholog_one2many
caenorhabditis_elegans	WBGene00006709	WBGene00157523	ortholog_one2many
caenorhabditis_elegans	WBGene00006709	WBGene00149197	ortholog_one2many
caenorhabditis_elegans	WBGene00006710	WBGene00156371	ortholog_one2one
caenorhabditis_elegans	WBGene00006711	WBGene00156093	ortholog_one2many
caenorhabditis_elegans	WBGene00006711	WBGene00146013	ortholog_one2many
caenorhabditis_elegans	WBGene00006712	WBGene00144591	ortholog_one2one
caenorhabditis_elegans	WBGene00006713	WBGene00147969	ortholog_one2one
caenorhabditis_elegans	WBGene00006714	WBGene00140754	ortholog_one2one
caenorhabditis_elegans	WBGene00006715	WBGene00145973	ortholog_one2one
caenorhabditis_elegans	WBGene00006716	WBGene00139731	ortholog_one2one
caenorhabditis_elegans	WBGene00006717	WBGene00162819	ortholog_one2one
caenorhabditis_elegans	WBGene00006718	WBGene00145149	ortholog_one2one
caenorhabditis_elegans	WBGene00006719		
caenorhabditis_elegans	WBGene00006720	WBGene00159539	ortholog_one2one
caenorhabditis_elegans	WBGene00006721	WBGene00147434	ortholog_one2one
caenorhabditis_elegans	WBGene00006722		
