Genome project	Gene stable ID	Caenorhabditis briggsae [WS251] gene stable ID	Homology type
caenorhabditis_brenneri	WBGene00140876	WBGene00025311	ortholog_one2one
caenorhabditis_brenneri	WBGene00140877		
caenorhabditis_brenneri	WBGene00140878		
caenorhabditis_brenneri	WBGene00140879		
caenorhabditis_brenneri	WBGene00140880	WBGene00024121	ortholog_one2one
caenorhabditis_brenneri	WBGene00140881	WBGene00040423	ortholog_one2many
caenorhabditis_brenneri	WBGene00140882		
caenorhabditis_brenneri	WBGene00140883	WBGene00031224	ortholog_one2one
caenorhabditis_brenneri	WBGene00140884	WBGene00025907	ortholog_one2one
caenorhabditis_brenneri	WBGene00140885	WBGene00033136	ortholog_one2one
caenorhabditis_brenneri	WBGene00140886	WBGene00032593	ortholog_one2one
caenorhabditis_brenneri	WBGene00140887	WBGene00033055	ortholog_one2many
caenorhabditis_brenneri	WBGene00140888	WBGene00033067	ortholog_one2one
caenorhabditis_brenneri	WBGene00140889		
caenorhabditis_brenneri	WBGene00140890		
caenorhabditis_brenneri	WBGene00140891		
caenorhabditis_brenneri	WBGene00140892		
caenorhabditis_brenneri	WBGene00140893	WBGene00029108	ortholog_one2many
caenorhabditis_brenneri	WBGene00140893	WBGene00029109	ortholog_one2many
caenorhabditis_brenneri	WBGene00140894	WBGene00030773	ortholog_one2one
caenorhabditis_brenneri	WBGene00140895	WBGene00029221	ortholog_one2one
caenorhabditis_brenneri	WBGene00140896	WBGene00039572	ortholog_one2many
caenorhabditis_brenneri	WBGene00140897		
caenorhabditis_brenneri	WBGene00140898		
caenorhabditis_brenneri	WBGene00140899	WBGene00089287	ortholog_one2one
caenorhabditis_brenneri	WBGene00140900		
caenorhabditis_brenneri	WBGene00140901		
caenorhabditis_brenneri	WBGene00140902	WBGene00035089	ortholog_one2many
caenorhabditis_brenneri	WBGene00140903		
caenorhabditis_brenneri	WBGene00140904	WBGene00027651	ortholog_one2many
caenorhabditis_brenneri	WBGene00140905		
caenorhabditis_brenneri	WBGene00140906		
caenorhabditis_brenneri	WBGene00140907	WBGene00031355	ortholog_one2one
caenorhabditis_brenneri	WBGene00140908	WBGene00042148	ortholog_one2one
caenorhabditis_brenneri	WBGene00140909	WBGene00038848	ortholog_one2one
caenorhabditis_brenneri	WBGene00140910		
caenorhabditis_brenneri	WBGene00140911	WBGene00039438	ortholog_one2one
caenorhabditis_brenneri	WBGene00140912		
caenorhabditis_brenneri	WBGene00140913		
caenorhabditis_brenneri	WBGene00140914	WBGene00024687	ortholog_one2many
caenorhabditis_brenneri	WBGene00140915	WBGene00035770	ortholog_many2many
caenorhabditis_brenneri	WBGene00140915	WBGene00041200	ortholog_many2many
caenorhabditis_brenneri	WBGene00140917	WBGene00033265	ortholog_one2many
caenorhabditis_brenneri	WBGene00140918	WBGene00026354	ortholog_one2many
caenorhabditis_brenneri	WBGene00140919	WBGene00036549	ortholog_one2one
caenorhabditis_brenneri	WBGene00140920	WBGene00023759	ortholog_one2one
caenorhabditis_brenneri	WBGene00140921		
caenorhabditis_brenneri	WBGene00140922	WBGene00025016	ortholog_one2many
caenorhabditis_brenneri	WBGene00140923	WBGene00039118	ortholog_one2many
caenorhabditis_brenneri	WBGene00140924	WBGene00023688	ortholog_one2one
caenorhabditis_brenneri	WBGene00140925	WBGene00024804	ortholog_one2many
caenorhabditis_brenneri	WBGene00140926		
caenorhabditis_brenneri	WBGene00140927	WBGene00041929	ortholog_one2one
caenorhabditis_brenneri	WBGene00140928	WBGene00035162	ortholog_one2one
caenorhabditis_brenneri	WBGene00140929		
caenorhabditis_brenneri	WBGene00140930	WBGene00026582	ortholog_one2many
caenorhabditis_brenneri	WBGene00140931		
caenorhabditis_brenneri	WBGene00140932		
caenorhabditis_brenneri	WBGene00140933	WBGene00037196	ortholog_many2many
caenorhabditis_brenneri	WBGene00140933	WBGene00025553	ortholog_many2many
caenorhabditis_brenneri	WBGene00140934	WBGene00035323	ortholog_one2many
caenorhabditis_brenneri	WBGene00140935	WBGene00032824	ortholog_one2one
caenorhabditis_brenneri	WBGene00140936		
caenorhabditis_brenneri	WBGene00140937		
caenorhabditis_brenneri	WBGene00140938		
caenorhabditis_brenneri	WBGene00140939		
caenorhabditis_brenneri	WBGene00140940	WBGene00028208	ortholog_one2many
caenorhabditis_brenneri	WBGene00140941		
caenorhabditis_brenneri	WBGene00140942		
caenorhabditis_brenneri	WBGene00140943		
caenorhabditis_brenneri	WBGene00140945	WBGene00037264	ortholog_one2many
caenorhabditis_brenneri	WBGene00140946	WBGene00030462	ortholog_one2one
caenorhabditis_brenneri	WBGene00140947		
caenorhabditis_brenneri	WBGene00140948	WBGene00030918	ortholog_one2many
caenorhabditis_brenneri	WBGene00140949	WBGene00030571	ortholog_many2many
caenorhabditis_brenneri	WBGene00140949	WBGene00039501	ortholog_many2many
caenorhabditis_brenneri	WBGene00140950	WBGene00023529	ortholog_one2one
caenorhabditis_brenneri	WBGene00140951	WBGene00028522	ortholog_one2many
caenorhabditis_brenneri	WBGene00140952		
caenorhabditis_brenneri	WBGene00140953		
caenorhabditis_brenneri	WBGene00140954	WBGene00037857	ortholog_one2one
caenorhabditis_brenneri	WBGene00140955	WBGene00026043	ortholog_one2one
caenorhabditis_brenneri	WBGene00140956	WBGene00025217	ortholog_one2one
caenorhabditis_brenneri	WBGene00140957		
caenorhabditis_brenneri	WBGene00140958	WBGene00029712	ortholog_one2one
caenorhabditis_brenneri	WBGene00140959		
caenorhabditis_brenneri	WBGene00140960	WBGene00027202	ortholog_one2one
caenorhabditis_brenneri	WBGene00140961	WBGene00038448	ortholog_one2many
caenorhabditis_brenneri	WBGene00140962		
caenorhabditis_brenneri	WBGene00140963	WBGene00088807	ortholog_one2one
caenorhabditis_brenneri	WBGene00140964		
caenorhabditis_brenneri	WBGene00140965	WBGene00033562	ortholog_one2many
caenorhabditis_brenneri	WBGene00140966	WBGene00035691	ortholog_many2many
caenorhabditis_brenneri	WBGene00140966	WBGene00035689	ortholog_many2many
caenorhabditis_brenneri	WBGene00140966	WBGene00035690	ortholog_many2many
caenorhabditis_brenneri	WBGene00140966	WBGene00035685	ortholog_many2many
caenorhabditis_brenneri	WBGene00140966	WBGene00035686	ortholog_many2many
caenorhabditis_brenneri	WBGene00140967	WBGene00024805	ortholog_one2many
caenorhabditis_brenneri	WBGene00140968	WBGene00041930	ortholog_one2one
caenorhabditis_brenneri	WBGene00140969	WBGene00025066	ortholog_one2one
caenorhabditis_brenneri	WBGene00140970	WBGene00025560	ortholog_one2one
caenorhabditis_brenneri	WBGene00140971	WBGene00023919	ortholog_many2many
caenorhabditis_brenneri	WBGene00140971	WBGene00023955	ortholog_many2many
caenorhabditis_brenneri	WBGene00140972		
caenorhabditis_brenneri	WBGene00140973		
caenorhabditis_brenneri	WBGene00140974		
caenorhabditis_brenneri	WBGene00140975		
caenorhabditis_brenneri	WBGene00140976	WBGene00038057	ortholog_one2many
caenorhabditis_brenneri	WBGene00140977		
caenorhabditis_brenneri	WBGene00140978		
caenorhabditis_brenneri	WBGene00140979	WBGene00088409	ortholog_one2many
caenorhabditis_brenneri	WBGene00140980		
caenorhabditis_brenneri	WBGene00140981		
caenorhabditis_brenneri	WBGene00140982		
caenorhabditis_brenneri	WBGene00140983	WBGene00024562	ortholog_one2many
caenorhabditis_brenneri	WBGene00140984	WBGene00037833	ortholog_one2one
caenorhabditis_brenneri	WBGene00140985		
caenorhabditis_brenneri	WBGene00140986		
caenorhabditis_brenneri	WBGene00140987	WBGene00035940	ortholog_one2one
caenorhabditis_brenneri	WBGene00140988	WBGene00041320	ortholog_one2many
caenorhabditis_brenneri	WBGene00140989	WBGene00026190	ortholog_one2one
caenorhabditis_brenneri	WBGene00140991		
caenorhabditis_brenneri	WBGene00140992		
caenorhabditis_brenneri	WBGene00140993	WBGene00031624	ortholog_one2many
caenorhabditis_brenneri	WBGene00140994	WBGene00038154	ortholog_one2many
caenorhabditis_brenneri	WBGene00140995		
caenorhabditis_brenneri	WBGene00140996	WBGene00037017	ortholog_one2many
caenorhabditis_brenneri	WBGene00140997	WBGene00036212	ortholog_one2one
caenorhabditis_brenneri	WBGene00140998	WBGene00029609	ortholog_one2one
caenorhabditis_brenneri	WBGene00140999	WBGene00031347	ortholog_one2one
caenorhabditis_brenneri	WBGene00141000		
caenorhabditis_brenneri	WBGene00141001	WBGene00024373	ortholog_one2many
caenorhabditis_brenneri	WBGene00141002		
caenorhabditis_brenneri	WBGene00141003		
caenorhabditis_brenneri	WBGene00141004	WBGene00037154	ortholog_one2one
caenorhabditis_brenneri	WBGene00141005	WBGene00033447	ortholog_one2many
caenorhabditis_brenneri	WBGene00141006		
caenorhabditis_brenneri	WBGene00141007	WBGene00023940	ortholog_one2one
caenorhabditis_brenneri	WBGene00141008		
caenorhabditis_brenneri	WBGene00141009		
caenorhabditis_brenneri	WBGene00141010		
caenorhabditis_brenneri	WBGene00141011		
caenorhabditis_brenneri	WBGene00141012		
caenorhabditis_brenneri	WBGene00141013	WBGene00024528	ortholog_one2many
caenorhabditis_brenneri	WBGene00141014		
caenorhabditis_brenneri	WBGene00141015	WBGene00032128	ortholog_one2one
caenorhabditis_brenneri	WBGene00141016	WBGene00034862	ortholog_one2one
caenorhabditis_brenneri	WBGene00141017		
caenorhabditis_brenneri	WBGene00141018		
caenorhabditis_brenneri	WBGene00141019		
caenorhabditis_brenneri	WBGene00141020	WBGene00087515	ortholog_one2one
caenorhabditis_brenneri	WBGene00141021	WBGene00023810	ortholog_one2one
caenorhabditis_brenneri	WBGene00141022	WBGene00031187	ortholog_one2many
caenorhabditis_brenneri	WBGene00141023		
caenorhabditis_brenneri	WBGene00141024	WBGene00032914	ortholog_one2many
caenorhabditis_brenneri	WBGene00141025	WBGene00026142	ortholog_one2many
caenorhabditis_brenneri	WBGene00141026	WBGene00029979	ortholog_one2one
caenorhabditis_brenneri	WBGene00141027	WBGene00042506	ortholog_one2many
caenorhabditis_brenneri	WBGene00141027	WBGene00042505	ortholog_one2many
caenorhabditis_brenneri	WBGene00141028	WBGene00027953	ortholog_one2many
caenorhabditis_brenneri	WBGene00141029	WBGene00036397	ortholog_one2one
caenorhabditis_brenneri	WBGene00141030	WBGene00040403	ortholog_one2many
caenorhabditis_brenneri	WBGene00141031	WBGene00027372	ortholog_many2many
caenorhabditis_brenneri	WBGene00141031	WBGene00088650	ortholog_many2many
caenorhabditis_brenneri	WBGene00141032		
caenorhabditis_brenneri	WBGene00141033	WBGene00035519	ortholog_one2many
caenorhabditis_brenneri	WBGene00141034		
caenorhabditis_brenneri	WBGene00141035	WBGene00041656	ortholog_one2many
caenorhabditis_brenneri	WBGene00141036		
caenorhabditis_brenneri	WBGene00141037		
caenorhabditis_brenneri	WBGene00141038		
caenorhabditis_brenneri	WBGene00141039	WBGene00041379	ortholog_many2many
caenorhabditis_brenneri	WBGene00141039	WBGene00041377	ortholog_many2many
caenorhabditis_brenneri	WBGene00141040	WBGene00033851	ortholog_one2many
caenorhabditis_brenneri	WBGene00141041	WBGene00033600	ortholog_one2many
caenorhabditis_brenneri	WBGene00141042	WBGene00028345	ortholog_one2many
caenorhabditis_brenneri	WBGene00141043		
caenorhabditis_brenneri	WBGene00141044		
caenorhabditis_brenneri	WBGene00141045		
caenorhabditis_brenneri	WBGene00141046	WBGene00041547	ortholog_one2many
caenorhabditis_brenneri	WBGene00141047		
caenorhabditis_brenneri	WBGene00141048	WBGene00040273	ortholog_one2one
caenorhabditis_brenneri	WBGene00141049		
caenorhabditis_brenneri	WBGene00141050		
caenorhabditis_brenneri	WBGene00141051	WBGene00039335	ortholog_one2one
caenorhabditis_brenneri	WBGene00141052	WBGene00041624	ortholog_one2many
caenorhabditis_brenneri	WBGene00141053		
caenorhabditis_brenneri	WBGene00141054	WBGene00087791	ortholog_one2many
caenorhabditis_brenneri	WBGene00141055	WBGene00042294	ortholog_one2many
caenorhabditis_brenneri	WBGene00141056		
caenorhabditis_brenneri	WBGene00141057	WBGene00038134	ortholog_one2many
caenorhabditis_brenneri	WBGene00141058		
caenorhabditis_brenneri	WBGene00141059		
caenorhabditis_brenneri	WBGene00141060	WBGene00037281	ortholog_one2many
caenorhabditis_brenneri	WBGene00141061		
caenorhabditis_brenneri	WBGene00141062		
caenorhabditis_brenneri	WBGene00141063		
caenorhabditis_brenneri	WBGene00141064	WBGene00033829	ortholog_one2many
caenorhabditis_brenneri	WBGene00141065	WBGene00029034	ortholog_one2one
caenorhabditis_brenneri	WBGene00141066	WBGene00032099	ortholog_one2many
caenorhabditis_brenneri	WBGene00141067	WBGene00026771	ortholog_one2one
caenorhabditis_brenneri	WBGene00141068	WBGene00030051	ortholog_one2many
caenorhabditis_brenneri	WBGene00141069	WBGene00027847	ortholog_one2many
caenorhabditis_brenneri	WBGene00141070	WBGene00038611	ortholog_one2many
caenorhabditis_brenneri	WBGene00141071		
caenorhabditis_brenneri	WBGene00141072	WBGene00025755	ortholog_one2many
caenorhabditis_brenneri	WBGene00141073		
caenorhabditis_brenneri	WBGene00141074	WBGene00035369	ortholog_one2many
caenorhabditis_brenneri	WBGene00141075	WBGene00025225	ortholog_one2one
caenorhabditis_brenneri	WBGene00141076	WBGene00033272	ortholog_one2one
caenorhabditis_brenneri	WBGene00141077	WBGene00025234	ortholog_one2one
caenorhabditis_brenneri	WBGene00141078	WBGene00038256	ortholog_one2many
caenorhabditis_brenneri	WBGene00141079	WBGene00030351	ortholog_one2many
caenorhabditis_brenneri	WBGene00141080	WBGene00030708	ortholog_one2one
caenorhabditis_brenneri	WBGene00141081	WBGene00031344	ortholog_one2one
caenorhabditis_brenneri	WBGene00141083		
caenorhabditis_brenneri	WBGene00141084	WBGene00031766	ortholog_one2one
caenorhabditis_brenneri	WBGene00141085		
caenorhabditis_brenneri	WBGene00141086		
caenorhabditis_brenneri	WBGene00141087	WBGene00032330	ortholog_one2many
caenorhabditis_brenneri	WBGene00141088	WBGene00040593	ortholog_one2one
caenorhabditis_brenneri	WBGene00141089	WBGene00032077	ortholog_one2many
caenorhabditis_brenneri	WBGene00141090		
caenorhabditis_brenneri	WBGene00141091		
caenorhabditis_brenneri	WBGene00141092		
caenorhabditis_brenneri	WBGene00141093	WBGene00038134	ortholog_one2many
caenorhabditis_brenneri	WBGene00141094		
caenorhabditis_brenneri	WBGene00141095	WBGene00036297	ortholog_one2one
caenorhabditis_brenneri	WBGene00141096		
caenorhabditis_brenneri	WBGene00141097	WBGene00038913	ortholog_one2one
caenorhabditis_brenneri	WBGene00141098		
caenorhabditis_brenneri	WBGene00141099	WBGene00039006	ortholog_many2many
caenorhabditis_brenneri	WBGene00141099	WBGene00038999	ortholog_many2many
caenorhabditis_brenneri	WBGene00141100	WBGene00041115	ortholog_one2many
caenorhabditis_brenneri	WBGene00141101	WBGene00024373	ortholog_one2many
caenorhabditis_brenneri	WBGene00141102	WBGene00089262	ortholog_one2one
caenorhabditis_brenneri	WBGene00141103	WBGene00032911	ortholog_one2many
caenorhabditis_brenneri	WBGene00141105	WBGene00038944	ortholog_one2many
caenorhabditis_brenneri	WBGene00141106	WBGene00023623	ortholog_one2one
caenorhabditis_brenneri	WBGene00141107		
caenorhabditis_brenneri	WBGene00141108	WBGene00036990	ortholog_one2one
caenorhabditis_brenneri	WBGene00141109	WBGene00041868	ortholog_one2one
caenorhabditis_brenneri	WBGene00141110	WBGene00027252	ortholog_one2many
caenorhabditis_brenneri	WBGene00141111	WBGene00040387	ortholog_one2many
caenorhabditis_brenneri	WBGene00141112	WBGene00035911	ortholog_one2many
caenorhabditis_brenneri	WBGene00141113	WBGene00033590	ortholog_many2many
caenorhabditis_brenneri	WBGene00141113	WBGene00033592	ortholog_many2many
caenorhabditis_brenneri	WBGene00141114	WBGene00034770	ortholog_one2one
caenorhabditis_brenneri	WBGene00141115		
caenorhabditis_brenneri	WBGene00141116	WBGene00023832	ortholog_one2many
caenorhabditis_brenneri	WBGene00141117	WBGene00036671	ortholog_one2one
caenorhabditis_brenneri	WBGene00141118		
caenorhabditis_brenneri	WBGene00141119		
caenorhabditis_brenneri	WBGene00141120	WBGene00038184	ortholog_one2one
caenorhabditis_brenneri	WBGene00141121	WBGene00032447	ortholog_one2one
caenorhabditis_brenneri	WBGene00141122		
caenorhabditis_brenneri	WBGene00141123		
caenorhabditis_brenneri	WBGene00141124		
caenorhabditis_brenneri	WBGene00141125	WBGene00033350	ortholog_one2many
caenorhabditis_brenneri	WBGene00141126		
caenorhabditis_brenneri	WBGene00141127	WBGene00036698	ortholog_one2one
caenorhabditis_brenneri	WBGene00141128		
caenorhabditis_brenneri	WBGene00141129	WBGene00031079	ortholog_one2one
caenorhabditis_brenneri	WBGene00141130		
caenorhabditis_brenneri	WBGene00141131	WBGene00025036	ortholog_one2one
caenorhabditis_brenneri	WBGene00141132		
caenorhabditis_brenneri	WBGene00141133		
caenorhabditis_brenneri	WBGene00141134		
caenorhabditis_brenneri	WBGene00141135		
caenorhabditis_brenneri	WBGene00141136	WBGene00032253	ortholog_one2many
caenorhabditis_brenneri	WBGene00141137		
caenorhabditis_brenneri	WBGene00141138	WBGene00037703	ortholog_one2one
caenorhabditis_brenneri	WBGene00141139	WBGene00025528	ortholog_one2many
caenorhabditis_brenneri	WBGene00141140	WBGene00026527	ortholog_one2many
caenorhabditis_brenneri	WBGene00141141	WBGene00040351	ortholog_one2many
caenorhabditis_brenneri	WBGene00141142		
caenorhabditis_brenneri	WBGene00141143		
caenorhabditis_brenneri	WBGene00141144	WBGene00026609	ortholog_one2many
caenorhabditis_brenneri	WBGene00141145	WBGene00023845	ortholog_many2many
caenorhabditis_brenneri	WBGene00141145	WBGene00035912	ortholog_many2many
caenorhabditis_brenneri	WBGene00141146	WBGene00023605	ortholog_many2many
caenorhabditis_brenneri	WBGene00141146	WBGene00032900	ortholog_many2many
caenorhabditis_brenneri	WBGene00141146	WBGene00027144	ortholog_many2many
caenorhabditis_brenneri	WBGene00141146	WBGene00023604	ortholog_many2many
caenorhabditis_brenneri	WBGene00141147		
caenorhabditis_brenneri	WBGene00141148	WBGene00027063	ortholog_one2one
caenorhabditis_brenneri	WBGene00141149	WBGene00026847	ortholog_one2many
caenorhabditis_brenneri	WBGene00141150	WBGene00034703	ortholog_one2one
caenorhabditis_brenneri	WBGene00141151	WBGene00088809	ortholog_one2one
caenorhabditis_brenneri	WBGene00141152	WBGene00025950	ortholog_one2one
caenorhabditis_brenneri	WBGene00141153		
caenorhabditis_brenneri	WBGene00141154	WBGene00035112	ortholog_one2one
caenorhabditis_brenneri	WBGene00141155		
caenorhabditis_brenneri	WBGene00141156	WBGene00026607	ortholog_one2many
caenorhabditis_brenneri	WBGene00141157		
caenorhabditis_brenneri	WBGene00141158	WBGene00030098	ortholog_one2many
caenorhabditis_brenneri	WBGene00141159		
caenorhabditis_brenneri	WBGene00141160	WBGene00029131	ortholog_one2one
caenorhabditis_brenneri	WBGene00141161	WBGene00035487	ortholog_many2many
caenorhabditis_brenneri	WBGene00141161	WBGene00042340	ortholog_many2many
caenorhabditis_brenneri	WBGene00141162	WBGene00034250	ortholog_one2one
caenorhabditis_brenneri	WBGene00141163		
caenorhabditis_brenneri	WBGene00141164	WBGene00036796	ortholog_one2one
caenorhabditis_brenneri	WBGene00141165	WBGene00026836	ortholog_one2many
caenorhabditis_brenneri	WBGene00141166	WBGene00036420	ortholog_one2one
caenorhabditis_brenneri	WBGene00141167	WBGene00040701	ortholog_one2many
caenorhabditis_brenneri	WBGene00141168		
caenorhabditis_brenneri	WBGene00141169		
caenorhabditis_brenneri	WBGene00141170	WBGene00037466	ortholog_one2one
caenorhabditis_brenneri	WBGene00141171	WBGene00024575	ortholog_one2many
caenorhabditis_brenneri	WBGene00141172		
caenorhabditis_brenneri	WBGene00141173	WBGene00042644	ortholog_one2many
caenorhabditis_brenneri	WBGene00141173	WBGene00036410	ortholog_one2many
caenorhabditis_brenneri	WBGene00141174	WBGene00032077	ortholog_one2many
caenorhabditis_brenneri	WBGene00141175		
caenorhabditis_brenneri	WBGene00141176		
caenorhabditis_brenneri	WBGene00141177	WBGene00025676	ortholog_one2one
caenorhabditis_brenneri	WBGene00141178	WBGene00040679	ortholog_one2many
caenorhabditis_brenneri	WBGene00141179	WBGene00025660	ortholog_one2many
caenorhabditis_brenneri	WBGene00141179	WBGene00025661	ortholog_one2many
caenorhabditis_brenneri	WBGene00141180		
caenorhabditis_brenneri	WBGene00141181	WBGene00026164	ortholog_one2many
caenorhabditis_brenneri	WBGene00141182	WBGene00024298	ortholog_one2one
caenorhabditis_brenneri	WBGene00141183	WBGene00035235	ortholog_one2one
caenorhabditis_brenneri	WBGene00141184		
caenorhabditis_brenneri	WBGene00141185	WBGene00038501	ortholog_one2many
caenorhabditis_brenneri	WBGene00141186	WBGene00030568	ortholog_one2many
caenorhabditis_brenneri	WBGene00141187	WBGene00040725	ortholog_one2many
caenorhabditis_brenneri	WBGene00141188		
caenorhabditis_brenneri	WBGene00141189	WBGene00025477	ortholog_one2many
caenorhabditis_brenneri	WBGene00141190	WBGene00030868	ortholog_one2many
caenorhabditis_brenneri	WBGene00141191		
caenorhabditis_brenneri	WBGene00141192		
caenorhabditis_brenneri	WBGene00141193		
caenorhabditis_brenneri	WBGene00141194		
caenorhabditis_brenneri	WBGene00141195	WBGene00037301	ortholog_many2many
caenorhabditis_brenneri	WBGene00141195	WBGene00040157	ortholog_many2many
caenorhabditis_brenneri	WBGene00141195	WBGene00040156	ortholog_many2many
caenorhabditis_brenneri	WBGene00141196		
caenorhabditis_brenneri	WBGene00141197	WBGene00026624	ortholog_one2many
caenorhabditis_brenneri	WBGene00141198	WBGene00029523	ortholog_one2many
caenorhabditis_brenneri	WBGene00141199	WBGene00037410	ortholog_one2one
caenorhabditis_brenneri	WBGene00141200		
caenorhabditis_brenneri	WBGene00141201	WBGene00035679	ortholog_one2one
caenorhabditis_brenneri	WBGene00141202		
caenorhabditis_brenneri	WBGene00141203	WBGene00027950	ortholog_one2many
caenorhabditis_brenneri	WBGene00141204	WBGene00034382	ortholog_one2many
caenorhabditis_brenneri	WBGene00141205		
caenorhabditis_brenneri	WBGene00141206		
caenorhabditis_brenneri	WBGene00141207		
caenorhabditis_brenneri	WBGene00141208		
caenorhabditis_brenneri	WBGene00141209	WBGene00033423	ortholog_one2many
caenorhabditis_brenneri	WBGene00141210	WBGene00026504	ortholog_many2many
caenorhabditis_brenneri	WBGene00141210	WBGene00026554	ortholog_many2many
caenorhabditis_brenneri	WBGene00141211	WBGene00042961	ortholog_one2one
caenorhabditis_brenneri	WBGene00141212	WBGene00035081	ortholog_one2one
caenorhabditis_brenneri	WBGene00141213	WBGene00036183	ortholog_one2one
caenorhabditis_brenneri	WBGene00141214	WBGene00033824	ortholog_one2many
caenorhabditis_brenneri	WBGene00141215		
caenorhabditis_brenneri	WBGene00141216		
caenorhabditis_brenneri	WBGene00141217		
caenorhabditis_brenneri	WBGene00141218	WBGene00027619	ortholog_one2one
caenorhabditis_brenneri	WBGene00141219		
caenorhabditis_brenneri	WBGene00141220	WBGene00028725	ortholog_one2many
caenorhabditis_brenneri	WBGene00141221	WBGene00036258	ortholog_one2one
caenorhabditis_brenneri	WBGene00141222		
caenorhabditis_brenneri	WBGene00141223		
caenorhabditis_brenneri	WBGene00141224		
caenorhabditis_brenneri	WBGene00141225	WBGene00087532	ortholog_one2one
caenorhabditis_brenneri	WBGene00141226	WBGene00033641	ortholog_one2many
caenorhabditis_brenneri	WBGene00141227		
caenorhabditis_brenneri	WBGene00141228		
caenorhabditis_brenneri	WBGene00141229	WBGene00038960	ortholog_one2one
caenorhabditis_brenneri	WBGene00141230		
caenorhabditis_brenneri	WBGene00141231	WBGene00026807	ortholog_one2many
caenorhabditis_brenneri	WBGene00141232	WBGene00028369	ortholog_one2many
caenorhabditis_brenneri	WBGene00141233		
caenorhabditis_brenneri	WBGene00141234		
caenorhabditis_brenneri	WBGene00141235		
caenorhabditis_brenneri	WBGene00141236		
caenorhabditis_brenneri	WBGene00141237		
caenorhabditis_brenneri	WBGene00141238	WBGene00032754	ortholog_one2many
caenorhabditis_brenneri	WBGene00141239	WBGene00040797	ortholog_many2many
caenorhabditis_brenneri	WBGene00141239	WBGene00040764	ortholog_many2many
caenorhabditis_brenneri	WBGene00141240		
caenorhabditis_brenneri	WBGene00141241		
caenorhabditis_brenneri	WBGene00141242	WBGene00040606	ortholog_one2many
caenorhabditis_brenneri	WBGene00141243	WBGene00033335	ortholog_one2many
caenorhabditis_brenneri	WBGene00141244		
caenorhabditis_brenneri	WBGene00141245	WBGene00029587	ortholog_one2one
caenorhabditis_brenneri	WBGene00141246		
caenorhabditis_brenneri	WBGene00141247	WBGene00036600	ortholog_one2one
caenorhabditis_brenneri	WBGene00141248		
caenorhabditis_brenneri	WBGene00141249	WBGene00041499	ortholog_one2one
caenorhabditis_brenneri	WBGene00141250	WBGene00033102	ortholog_one2one
caenorhabditis_brenneri	WBGene00141252		
caenorhabditis_brenneri	WBGene00141253	WBGene00034507	ortholog_one2many
caenorhabditis_brenneri	WBGene00141254		
caenorhabditis_brenneri	WBGene00141255		
caenorhabditis_brenneri	WBGene00141256	WBGene00036878	ortholog_one2many
caenorhabditis_brenneri	WBGene00141257		
caenorhabditis_brenneri	WBGene00141258		
caenorhabditis_brenneri	WBGene00141259		
caenorhabditis_brenneri	WBGene00141260	WBGene00034551	ortholog_one2one
caenorhabditis_brenneri	WBGene00141261	WBGene00040663	ortholog_one2many
caenorhabditis_brenneri	WBGene00141262		
caenorhabditis_brenneri	WBGene00141263		
caenorhabditis_brenneri	WBGene00141264	WBGene00032005	ortholog_one2one
caenorhabditis_brenneri	WBGene00141265	WBGene00025188	ortholog_one2many
caenorhabditis_brenneri	WBGene00141266	WBGene00027591	ortholog_many2many
caenorhabditis_brenneri	WBGene00141266	WBGene00027593	ortholog_many2many
caenorhabditis_brenneri	WBGene00141267	WBGene00035572	ortholog_one2one
caenorhabditis_brenneri	WBGene00141268		
caenorhabditis_brenneri	WBGene00141270		
caenorhabditis_brenneri	WBGene00141271	WBGene00032585	ortholog_one2one
caenorhabditis_brenneri	WBGene00141272		
caenorhabditis_brenneri	WBGene00141273		
caenorhabditis_brenneri	WBGene00141274		
caenorhabditis_brenneri	WBGene00141275		
caenorhabditis_brenneri	WBGene00141276		
caenorhabditis_brenneri	WBGene00141277	WBGene00030688	ortholog_one2one
caenorhabditis_brenneri	WBGene00141278	WBGene00034905	ortholog_one2one
caenorhabditis_brenneri	WBGene00141279		
caenorhabditis_brenneri	WBGene00141280	WBGene00034788	ortholog_many2many
caenorhabditis_brenneri	WBGene00141280	WBGene00042382	ortholog_many2many
caenorhabditis_brenneri	WBGene00141280	WBGene00030838	ortholog_many2many
caenorhabditis_brenneri	WBGene00141281	WBGene00034137	ortholog_many2many
caenorhabditis_brenneri	WBGene00141281	WBGene00034138	ortholog_many2many
caenorhabditis_brenneri	WBGene00141282	WBGene00035128	ortholog_one2one
caenorhabditis_brenneri	WBGene00141283	WBGene00025454	ortholog_one2many
caenorhabditis_brenneri	WBGene00141284	WBGene00032173	ortholog_one2one
caenorhabditis_brenneri	WBGene00141285		
caenorhabditis_brenneri	WBGene00141286	WBGene00027106	ortholog_one2many
caenorhabditis_brenneri	WBGene00141288	WBGene00024977	ortholog_one2many
caenorhabditis_brenneri	WBGene00141289		
caenorhabditis_brenneri	WBGene00141290		
caenorhabditis_brenneri	WBGene00141291	WBGene00031496	ortholog_one2one
caenorhabditis_brenneri	WBGene00141292	WBGene00036787	ortholog_one2many
caenorhabditis_brenneri	WBGene00141292	WBGene00036786	ortholog_one2many
caenorhabditis_brenneri	WBGene00141293		
caenorhabditis_brenneri	WBGene00141294		
caenorhabditis_brenneri	WBGene00141295		
