Genome project	Gene stable ID	Homology type	Caenorhabditis briggsae [WS251] gene stable ID
caenorhabditis_elegans	WBGene00007401	ortholog_one2many	WBGene00036548
caenorhabditis_elegans	WBGene00007402	ortholog_one2one	WBGene00031508
caenorhabditis_elegans	WBGene00007403	ortholog_one2one	WBGene00031506
caenorhabditis_elegans	WBGene00007404	ortholog_one2one	WBGene00031507
caenorhabditis_elegans	WBGene00007405	ortholog_one2one	WBGene00031509
caenorhabditis_elegans	WBGene00007406		
caenorhabditis_elegans	WBGene00007407	ortholog_one2one	WBGene00036161
caenorhabditis_elegans	WBGene00007408	ortholog_one2one	WBGene00036159
caenorhabditis_elegans	WBGene00007409		
caenorhabditis_elegans	WBGene00007410	ortholog_one2one	WBGene00036160
caenorhabditis_elegans	WBGene00007411	ortholog_one2one	WBGene00035420
caenorhabditis_elegans	WBGene00007412	ortholog_one2one	WBGene00025732
caenorhabditis_elegans	WBGene00007413	ortholog_one2one	WBGene00025730
caenorhabditis_elegans	WBGene00007414	ortholog_one2one	WBGene00025734
caenorhabditis_elegans	WBGene00007415	ortholog_one2many	WBGene00025788
caenorhabditis_elegans	WBGene00007416		
caenorhabditis_elegans	WBGene00007417	ortholog_one2one	WBGene00025736
caenorhabditis_elegans	WBGene00007418		
caenorhabditis_elegans	WBGene00007419	ortholog_one2one	WBGene00025733
caenorhabditis_elegans	WBGene00007420	ortholog_one2one	WBGene00025731
caenorhabditis_elegans	WBGene00007421	ortholog_one2one	WBGene00026153
caenorhabditis_elegans	WBGene00007422	ortholog_one2many	WBGene00042763
caenorhabditis_elegans	WBGene00007422	ortholog_one2many	WBGene00042805
caenorhabditis_elegans	WBGene00007423	ortholog_many2many	WBGene00031085
caenorhabditis_elegans	WBGene00007423	ortholog_many2many	WBGene00033654
caenorhabditis_elegans	WBGene00007424	ortholog_one2one	WBGene00031086
caenorhabditis_elegans	WBGene00007425	ortholog_one2one	WBGene00031087
caenorhabditis_elegans	WBGene00007426	ortholog_one2one	WBGene00031088
caenorhabditis_elegans	WBGene00007427	ortholog_one2one	WBGene00088497
caenorhabditis_elegans	WBGene00007428	ortholog_one2one	WBGene00031093
caenorhabditis_elegans	WBGene00007429	ortholog_one2one	WBGene00031094
caenorhabditis_elegans	WBGene00007430	ortholog_one2one	WBGene00031091
caenorhabditis_elegans	WBGene00007431	ortholog_many2many	WBGene00031085
caenorhabditis_elegans	WBGene00007431	ortholog_many2many	WBGene00033654
caenorhabditis_elegans	WBGene00007432	ortholog_one2many	WBGene00031089
caenorhabditis_elegans	WBGene00007433	ortholog_one2one	WBGene00034130
caenorhabditis_elegans	WBGene00007434	ortholog_one2one	WBGene00034127
caenorhabditis_elegans	WBGene00007435	ortholog_one2one	WBGene00034124
caenorhabditis_elegans	WBGene00007436	ortholog_one2one	WBGene00034126
caenorhabditis_elegans	WBGene00007437		
caenorhabditis_elegans	WBGene00007438		
caenorhabditis_elegans	WBGene00007439	ortholog_one2one	WBGene00037368
caenorhabditis_elegans	WBGene00007440	ortholog_one2one	WBGene00042085
caenorhabditis_elegans	WBGene00007441	ortholog_many2many	WBGene00041990
caenorhabditis_elegans	WBGene00007441	ortholog_many2many	WBGene00041991
caenorhabditis_elegans	WBGene00007441	ortholog_many2many	WBGene00041911
caenorhabditis_elegans	WBGene00007442	ortholog_many2many	WBGene00041990
caenorhabditis_elegans	WBGene00007442	ortholog_many2many	WBGene00041991
caenorhabditis_elegans	WBGene00007442	ortholog_many2many	WBGene00041911
caenorhabditis_elegans	WBGene00007443	ortholog_one2one	WBGene00028367
caenorhabditis_elegans	WBGene00007444	ortholog_one2one	WBGene00028368
caenorhabditis_elegans	WBGene00007445	ortholog_one2one	WBGene00028495
caenorhabditis_elegans	WBGene00007446	ortholog_one2one	WBGene00023764
caenorhabditis_elegans	WBGene00007447		
caenorhabditis_elegans	WBGene00007448	ortholog_one2one	WBGene00034483
caenorhabditis_elegans	WBGene00007449	ortholog_one2one	WBGene00028371
caenorhabditis_elegans	WBGene00007450	ortholog_one2one	WBGene00040907
caenorhabditis_elegans	WBGene00007452		
caenorhabditis_elegans	WBGene00007453		
caenorhabditis_elegans	WBGene00007454		
caenorhabditis_elegans	WBGene00007455	ortholog_one2one	WBGene00040929
caenorhabditis_elegans	WBGene00007456		
caenorhabditis_elegans	WBGene00007457		
caenorhabditis_elegans	WBGene00007458		
caenorhabditis_elegans	WBGene00007459		
caenorhabditis_elegans	WBGene00007460	ortholog_one2many	WBGene00040926
caenorhabditis_elegans	WBGene00007460	ortholog_one2many	WBGene00040925
caenorhabditis_elegans	WBGene00007462	ortholog_one2one	WBGene00034143
caenorhabditis_elegans	WBGene00007463	ortholog_one2one	WBGene00024295
caenorhabditis_elegans	WBGene00007464	ortholog_one2one	WBGene00024294
caenorhabditis_elegans	WBGene00007465	ortholog_one2many	WBGene00034150
caenorhabditis_elegans	WBGene00007466	ortholog_one2one	WBGene00034142
caenorhabditis_elegans	WBGene00007467	ortholog_one2many	WBGene00034150
caenorhabditis_elegans	WBGene00007469	ortholog_one2many	WBGene00034150
caenorhabditis_elegans	WBGene00007470	ortholog_one2many	WBGene00034150
caenorhabditis_elegans	WBGene00007471	ortholog_one2many	WBGene00034150
caenorhabditis_elegans	WBGene00007472		
caenorhabditis_elegans	WBGene00007473	ortholog_one2many	WBGene00027483
caenorhabditis_elegans	WBGene00007473	ortholog_one2many	WBGene00027484
caenorhabditis_elegans	WBGene00007474	ortholog_one2one	WBGene00024293
caenorhabditis_elegans	WBGene00007476	ortholog_one2one	WBGene00034624
caenorhabditis_elegans	WBGene00007478	ortholog_many2many	WBGene00026977
caenorhabditis_elegans	WBGene00007478	ortholog_many2many	WBGene00042116
caenorhabditis_elegans	WBGene00007479	ortholog_one2one	WBGene00026976
caenorhabditis_elegans	WBGene00007480	ortholog_one2one	WBGene00026975
caenorhabditis_elegans	WBGene00007482	ortholog_one2one	WBGene00037115
caenorhabditis_elegans	WBGene00007483	ortholog_one2one	WBGene00037117
caenorhabditis_elegans	WBGene00007484		
caenorhabditis_elegans	WBGene00007485		
caenorhabditis_elegans	WBGene00007486	ortholog_one2one	WBGene00036358
caenorhabditis_elegans	WBGene00007487	ortholog_one2one	WBGene00036073
caenorhabditis_elegans	WBGene00007488	ortholog_one2one	WBGene00025970
caenorhabditis_elegans	WBGene00007489	ortholog_one2one	WBGene00039563
caenorhabditis_elegans	WBGene00007490	ortholog_one2one	WBGene00025969
caenorhabditis_elegans	WBGene00007492	ortholog_one2one	WBGene00042398
caenorhabditis_elegans	WBGene00007493	ortholog_one2one	WBGene00042397
caenorhabditis_elegans	WBGene00007494		
caenorhabditis_elegans	WBGene00007495	ortholog_one2one	WBGene00040411
caenorhabditis_elegans	WBGene00007496	ortholog_one2one	WBGene00039952
caenorhabditis_elegans	WBGene00007497	ortholog_one2many	WBGene00039787
caenorhabditis_elegans	WBGene00007499		
caenorhabditis_elegans	WBGene00007500	ortholog_one2one	WBGene00025923
caenorhabditis_elegans	WBGene00007501		
caenorhabditis_elegans	WBGene00007502	ortholog_one2one	WBGene00025922
caenorhabditis_elegans	WBGene00007503	ortholog_one2one	WBGene00025924
caenorhabditis_elegans	WBGene00007504	ortholog_one2one	WBGene00086991
caenorhabditis_elegans	WBGene00007505	ortholog_one2one	WBGene00040393
caenorhabditis_elegans	WBGene00007506	ortholog_one2many	WBGene00086913
caenorhabditis_elegans	WBGene00007506	ortholog_one2many	WBGene00086914
caenorhabditis_elegans	WBGene00007506	ortholog_one2many	WBGene00040743
caenorhabditis_elegans	WBGene00007506	ortholog_one2many	WBGene00040761
caenorhabditis_elegans	WBGene00007507		
caenorhabditis_elegans	WBGene00007508		
caenorhabditis_elegans	WBGene00007509		
caenorhabditis_elegans	WBGene00007511	ortholog_one2one	WBGene00040357
caenorhabditis_elegans	WBGene00007512	ortholog_one2many	WBGene00032613
caenorhabditis_elegans	WBGene00007513	ortholog_one2one	WBGene00028467
caenorhabditis_elegans	WBGene00007514	ortholog_one2one	WBGene00028466
caenorhabditis_elegans	WBGene00007515	ortholog_one2one	WBGene00028468
caenorhabditis_elegans	WBGene00007516	ortholog_one2one	WBGene00036144
caenorhabditis_elegans	WBGene00007517	ortholog_one2one	WBGene00036143
caenorhabditis_elegans	WBGene00007518	ortholog_one2one	WBGene00036142
caenorhabditis_elegans	WBGene00007520	ortholog_one2one	WBGene00036140
caenorhabditis_elegans	WBGene00007521		
caenorhabditis_elegans	WBGene00007522	ortholog_one2many	WBGene00036134
caenorhabditis_elegans	WBGene00007522	ortholog_one2many	WBGene00036135
caenorhabditis_elegans	WBGene00007523		
caenorhabditis_elegans	WBGene00007525	ortholog_one2one	WBGene00029607
caenorhabditis_elegans	WBGene00007526	ortholog_one2one	WBGene00029608
caenorhabditis_elegans	WBGene00007528	ortholog_one2one	WBGene00029363
caenorhabditis_elegans	WBGene00007529	ortholog_one2one	WBGene00029362
caenorhabditis_elegans	WBGene00007530	ortholog_one2one	WBGene00029364
caenorhabditis_elegans	WBGene00007531	ortholog_one2one	WBGene00029358
caenorhabditis_elegans	WBGene00007532		
caenorhabditis_elegans	WBGene00007533	ortholog_one2one	WBGene00040669
caenorhabditis_elegans	WBGene00007534	ortholog_one2one	WBGene00031125
caenorhabditis_elegans	WBGene00007535	ortholog_one2one	WBGene00031118
caenorhabditis_elegans	WBGene00007536	ortholog_one2one	WBGene00031117
caenorhabditis_elegans	WBGene00007537	ortholog_many2many	WBGene00031115
caenorhabditis_elegans	WBGene00007537	ortholog_many2many	WBGene00031119
caenorhabditis_elegans	WBGene00007537	ortholog_many2many	WBGene00031122
caenorhabditis_elegans	WBGene00007537	ortholog_many2many	WBGene00031121
caenorhabditis_elegans	WBGene00007537	ortholog_many2many	WBGene00031116
caenorhabditis_elegans	WBGene00007538	ortholog_one2one	WBGene00031127
caenorhabditis_elegans	WBGene00007540	ortholog_one2one	WBGene00031113
caenorhabditis_elegans	WBGene00007541	ortholog_many2many	WBGene00031115
caenorhabditis_elegans	WBGene00007541	ortholog_many2many	WBGene00031119
caenorhabditis_elegans	WBGene00007541	ortholog_many2many	WBGene00031122
caenorhabditis_elegans	WBGene00007541	ortholog_many2many	WBGene00031121
caenorhabditis_elegans	WBGene00007541	ortholog_many2many	WBGene00031116
caenorhabditis_elegans	WBGene00007542	ortholog_one2one	WBGene00031120
caenorhabditis_elegans	WBGene00007543	ortholog_many2many	WBGene00031115
caenorhabditis_elegans	WBGene00007543	ortholog_many2many	WBGene00031119
caenorhabditis_elegans	WBGene00007543	ortholog_many2many	WBGene00031122
caenorhabditis_elegans	WBGene00007543	ortholog_many2many	WBGene00031121
caenorhabditis_elegans	WBGene00007543	ortholog_many2many	WBGene00031116
caenorhabditis_elegans	WBGene00007544	ortholog_many2many	WBGene00031115
caenorhabditis_elegans	WBGene00007544	ortholog_many2many	WBGene00031119
caenorhabditis_elegans	WBGene00007544	ortholog_many2many	WBGene00031122
caenorhabditis_elegans	WBGene00007544	ortholog_many2many	WBGene00031121
caenorhabditis_elegans	WBGene00007544	ortholog_many2many	WBGene00031116
caenorhabditis_elegans	WBGene00007545	ortholog_one2one	WBGene00024284
caenorhabditis_elegans	WBGene00007546	ortholog_one2one	WBGene00041747
caenorhabditis_elegans	WBGene00007547	ortholog_one2one	WBGene00041746
caenorhabditis_elegans	WBGene00007548	ortholog_one2one	WBGene00041749
caenorhabditis_elegans	WBGene00007549	ortholog_one2one	WBGene00041750
caenorhabditis_elegans	WBGene00007550	ortholog_one2one	WBGene00041752
caenorhabditis_elegans	WBGene00007551	ortholog_one2one	WBGene00041751
caenorhabditis_elegans	WBGene00007552	ortholog_one2one	WBGene00041862
caenorhabditis_elegans	WBGene00007553	ortholog_one2one	WBGene00041497
caenorhabditis_elegans	WBGene00007554	ortholog_one2one	WBGene00041499
caenorhabditis_elegans	WBGene00007555	ortholog_one2one	WBGene00086985
caenorhabditis_elegans	WBGene00007556	ortholog_one2one	WBGene00026001
caenorhabditis_elegans	WBGene00007557	ortholog_one2one	WBGene00025998
caenorhabditis_elegans	WBGene00007558	ortholog_one2one	WBGene00025997
caenorhabditis_elegans	WBGene00007559	ortholog_one2one	WBGene00025775
caenorhabditis_elegans	WBGene00007560	ortholog_one2one	WBGene00025988
caenorhabditis_elegans	WBGene00007561	ortholog_one2many	WBGene00025993
caenorhabditis_elegans	WBGene00007561	ortholog_one2many	WBGene00025991
caenorhabditis_elegans	WBGene00007562	ortholog_one2one	WBGene00025994
caenorhabditis_elegans	WBGene00007563	ortholog_one2one	WBGene00025995
caenorhabditis_elegans	WBGene00007564	ortholog_one2one	WBGene00086986
caenorhabditis_elegans	WBGene00007565		
caenorhabditis_elegans	WBGene00007567		
caenorhabditis_elegans	WBGene00007569		
caenorhabditis_elegans	WBGene00007570		
caenorhabditis_elegans	WBGene00007571		
caenorhabditis_elegans	WBGene00007572	ortholog_many2many	WBGene00040813
caenorhabditis_elegans	WBGene00007572	ortholog_many2many	WBGene00040814
caenorhabditis_elegans	WBGene00007573	ortholog_one2one	WBGene00030834
caenorhabditis_elegans	WBGene00007574	ortholog_one2one	WBGene00030835
caenorhabditis_elegans	WBGene00007576	ortholog_one2one	WBGene00030837
caenorhabditis_elegans	WBGene00007577	ortholog_one2many	WBGene00034788
caenorhabditis_elegans	WBGene00007577	ortholog_one2many	WBGene00042382
caenorhabditis_elegans	WBGene00007577	ortholog_one2many	WBGene00030838
caenorhabditis_elegans	WBGene00007578	ortholog_one2many	WBGene00024628
caenorhabditis_elegans	WBGene00007579	ortholog_one2one	WBGene00030840
caenorhabditis_elegans	WBGene00007580	ortholog_one2one	WBGene00030841
caenorhabditis_elegans	WBGene00007581	ortholog_one2one	WBGene00087374
caenorhabditis_elegans	WBGene00007583	ortholog_one2one	WBGene00028043
caenorhabditis_elegans	WBGene00007584	ortholog_one2one	WBGene00041871
caenorhabditis_elegans	WBGene00007585	ortholog_one2one	WBGene00041873
caenorhabditis_elegans	WBGene00007586	ortholog_one2one	WBGene00041875
caenorhabditis_elegans	WBGene00007587	ortholog_one2one	WBGene00041874
caenorhabditis_elegans	WBGene00007588	ortholog_one2one	WBGene00030297
caenorhabditis_elegans	WBGene00007589	ortholog_one2one	WBGene00030298
caenorhabditis_elegans	WBGene00007590	ortholog_one2one	WBGene00041872
caenorhabditis_elegans	WBGene00007591	ortholog_one2one	WBGene00036904
caenorhabditis_elegans	WBGene00007592	ortholog_one2one	WBGene00036905
caenorhabditis_elegans	WBGene00007593	ortholog_one2one	WBGene00036903
caenorhabditis_elegans	WBGene00007594	ortholog_one2many	WBGene00041064
caenorhabditis_elegans	WBGene00007595	ortholog_one2one	WBGene00036224
caenorhabditis_elegans	WBGene00007597	ortholog_one2one	WBGene00023838
caenorhabditis_elegans	WBGene00007598	ortholog_one2one	WBGene00032950
caenorhabditis_elegans	WBGene00007599	ortholog_one2one	WBGene00032963
caenorhabditis_elegans	WBGene00007600	ortholog_one2one	WBGene00042098
caenorhabditis_elegans	WBGene00007601	ortholog_one2one	WBGene00027055
caenorhabditis_elegans	WBGene00007602	ortholog_one2one	WBGene00042096
caenorhabditis_elegans	WBGene00007603	ortholog_one2one	WBGene00042097
caenorhabditis_elegans	WBGene00007604	ortholog_one2one	WBGene00030335
caenorhabditis_elegans	WBGene00007605	ortholog_one2one	WBGene00030337
caenorhabditis_elegans	WBGene00007606	ortholog_one2one	WBGene00030339
caenorhabditis_elegans	WBGene00007607	ortholog_one2one	WBGene00030340
caenorhabditis_elegans	WBGene00007608	ortholog_one2one	WBGene00030341
caenorhabditis_elegans	WBGene00007609	ortholog_one2one	WBGene00030338
caenorhabditis_elegans	WBGene00007610	ortholog_one2many	WBGene00031523
caenorhabditis_elegans	WBGene00007611	ortholog_one2many	WBGene00032613
caenorhabditis_elegans	WBGene00007613	ortholog_one2one	WBGene00037473
caenorhabditis_elegans	WBGene00007614	ortholog_one2one	WBGene00027262
caenorhabditis_elegans	WBGene00007615		
caenorhabditis_elegans	WBGene00007616	ortholog_one2one	WBGene00027256
caenorhabditis_elegans	WBGene00007617	ortholog_one2one	WBGene00027255
caenorhabditis_elegans	WBGene00007618	ortholog_one2one	WBGene00027263
caenorhabditis_elegans	WBGene00007619	ortholog_one2one	WBGene00027260
caenorhabditis_elegans	WBGene00007620	ortholog_one2one	WBGene00026596
caenorhabditis_elegans	WBGene00007621	ortholog_one2one	WBGene00026597
caenorhabditis_elegans	WBGene00007622	ortholog_one2one	WBGene00039213
caenorhabditis_elegans	WBGene00007623	ortholog_one2one	WBGene00039212
caenorhabditis_elegans	WBGene00007624	ortholog_one2many	WBGene00024628
caenorhabditis_elegans	WBGene00007625	ortholog_one2one	WBGene00039210
caenorhabditis_elegans	WBGene00007626	ortholog_one2one	WBGene00039209
caenorhabditis_elegans	WBGene00007627	ortholog_one2one	WBGene00039208
caenorhabditis_elegans	WBGene00007628	ortholog_one2one	WBGene00039206
caenorhabditis_elegans	WBGene00007629	ortholog_one2one	WBGene00039223
caenorhabditis_elegans	WBGene00007630	ortholog_one2one	WBGene00039225
caenorhabditis_elegans	WBGene00007631	ortholog_one2one	WBGene00039224
caenorhabditis_elegans	WBGene00007632	ortholog_one2one	WBGene00039211
caenorhabditis_elegans	WBGene00007633	ortholog_one2one	WBGene00026162
caenorhabditis_elegans	WBGene00007634		
caenorhabditis_elegans	WBGene00007635	ortholog_one2one	WBGene00023589
caenorhabditis_elegans	WBGene00007636		
caenorhabditis_elegans	WBGene00007637	ortholog_one2one	WBGene00035941
caenorhabditis_elegans	WBGene00007638		
caenorhabditis_elegans	WBGene00007639	ortholog_one2one	WBGene00035656
caenorhabditis_elegans	WBGene00007640	ortholog_one2one	WBGene00035940
caenorhabditis_elegans	WBGene00007641		
caenorhabditis_elegans	WBGene00007642		
caenorhabditis_elegans	WBGene00007643	ortholog_one2one	WBGene00026537
caenorhabditis_elegans	WBGene00007644		
caenorhabditis_elegans	WBGene00007645	ortholog_one2one	WBGene00026540
caenorhabditis_elegans	WBGene00007646	ortholog_one2one	WBGene00026542
caenorhabditis_elegans	WBGene00007647	ortholog_one2one	WBGene00026543
caenorhabditis_elegans	WBGene00007648	ortholog_one2many	WBGene00035137
caenorhabditis_elegans	WBGene00007648	ortholog_one2many	WBGene00025091
caenorhabditis_elegans	WBGene00007649	ortholog_one2one	WBGene00025100
caenorhabditis_elegans	WBGene00007650	ortholog_one2one	WBGene00025120
caenorhabditis_elegans	WBGene00007651	ortholog_one2one	WBGene00025119
caenorhabditis_elegans	WBGene00007652	ortholog_one2one	WBGene00025117
caenorhabditis_elegans	WBGene00007653	ortholog_one2one	WBGene00025115
caenorhabditis_elegans	WBGene00007655		
caenorhabditis_elegans	WBGene00007656		
caenorhabditis_elegans	WBGene00007657	ortholog_one2many	WBGene00028845
caenorhabditis_elegans	WBGene00007658		
caenorhabditis_elegans	WBGene00007659	ortholog_one2many	WBGene00028845
caenorhabditis_elegans	WBGene00007660	ortholog_one2many	WBGene00028845
caenorhabditis_elegans	WBGene00007661		
caenorhabditis_elegans	WBGene00007662		
caenorhabditis_elegans	WBGene00007663		
caenorhabditis_elegans	WBGene00007664	ortholog_one2one	WBGene00029622
caenorhabditis_elegans	WBGene00007666	ortholog_one2one	WBGene00029620
caenorhabditis_elegans	WBGene00007667		
caenorhabditis_elegans	WBGene00007668	ortholog_one2one	WBGene00029623
caenorhabditis_elegans	WBGene00007669	ortholog_one2one	WBGene00025704
caenorhabditis_elegans	WBGene00007670	ortholog_one2one	WBGene00025703
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00043005
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00036853
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00032704
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00088083
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00027420
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00037428
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00024502
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00042110
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00042836
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00036985
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00031922
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00042829
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00037430
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00042493
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00088081
caenorhabditis_elegans	WBGene00007672	ortholog_many2many	WBGene00040428
caenorhabditis_elegans	WBGene00007673	ortholog_one2one	WBGene00039311
caenorhabditis_elegans	WBGene00007674		
caenorhabditis_elegans	WBGene00007675		
caenorhabditis_elegans	WBGene00007678		
caenorhabditis_elegans	WBGene00007679	ortholog_one2one	WBGene00034075
caenorhabditis_elegans	WBGene00007680	ortholog_one2one	WBGene00034076
caenorhabditis_elegans	WBGene00007681	ortholog_one2one	WBGene00034077
caenorhabditis_elegans	WBGene00007682		
caenorhabditis_elegans	WBGene00007683	ortholog_one2one	WBGene00026124
caenorhabditis_elegans	WBGene00007684	ortholog_one2one	WBGene00026123
caenorhabditis_elegans	WBGene00007685	ortholog_one2one	WBGene00026126
caenorhabditis_elegans	WBGene00007686	ortholog_one2one	WBGene00026127
caenorhabditis_elegans	WBGene00007687	ortholog_one2one	WBGene00026128
caenorhabditis_elegans	WBGene00007688	ortholog_one2one	WBGene00026129
caenorhabditis_elegans	WBGene00007689	ortholog_one2one	WBGene00026130
caenorhabditis_elegans	WBGene00007690	ortholog_one2one	WBGene00026121
caenorhabditis_elegans	WBGene00007691	ortholog_one2many	WBGene00036266
caenorhabditis_elegans	WBGene00007692	ortholog_one2many	WBGene00036266
caenorhabditis_elegans	WBGene00007693		
caenorhabditis_elegans	WBGene00007694		
caenorhabditis_elegans	WBGene00007695	ortholog_one2many	WBGene00036266
caenorhabditis_elegans	WBGene00007696	ortholog_one2one	WBGene00026261
caenorhabditis_elegans	WBGene00007697	ortholog_one2one	WBGene00087806
caenorhabditis_elegans	WBGene00007698	ortholog_one2one	WBGene00026262
caenorhabditis_elegans	WBGene00007699	ortholog_one2many	WBGene00030094
caenorhabditis_elegans	WBGene00007700	ortholog_one2many	WBGene00030094
caenorhabditis_elegans	WBGene00007701	ortholog_one2one	WBGene00034012
caenorhabditis_elegans	WBGene00007702		
caenorhabditis_elegans	WBGene00007703	ortholog_one2one	WBGene00034015
caenorhabditis_elegans	WBGene00007704	ortholog_one2one	WBGene00034013
caenorhabditis_elegans	WBGene00007705	ortholog_one2one	WBGene00033214
caenorhabditis_elegans	WBGene00007706	ortholog_one2one	WBGene00033212
caenorhabditis_elegans	WBGene00007707	ortholog_one2many	WBGene00033209
caenorhabditis_elegans	WBGene00007707	ortholog_one2many	WBGene00033211
caenorhabditis_elegans	WBGene00007708	ortholog_one2one	WBGene00086709
caenorhabditis_elegans	WBGene00007709	ortholog_one2one	WBGene00026232
caenorhabditis_elegans	WBGene00007710	ortholog_one2one	WBGene00033206
caenorhabditis_elegans	WBGene00007711	ortholog_one2one	WBGene00033203
caenorhabditis_elegans	WBGene00007712	ortholog_one2one	WBGene00033202
caenorhabditis_elegans	WBGene00007713		
caenorhabditis_elegans	WBGene00007714	ortholog_one2many	WBGene00037875
caenorhabditis_elegans	WBGene00007716		
caenorhabditis_elegans	WBGene00007717	ortholog_one2one	WBGene00032684
caenorhabditis_elegans	WBGene00007718	ortholog_one2one	WBGene00032679
caenorhabditis_elegans	WBGene00007719		
caenorhabditis_elegans	WBGene00007720	ortholog_one2one	WBGene00088627
caenorhabditis_elegans	WBGene00007722	ortholog_one2one	WBGene00032681
caenorhabditis_elegans	WBGene00007723		
caenorhabditis_elegans	WBGene00007724		
caenorhabditis_elegans	WBGene00007725		
caenorhabditis_elegans	WBGene00007726		
caenorhabditis_elegans	WBGene00007727		
caenorhabditis_elegans	WBGene00007728		
caenorhabditis_elegans	WBGene00007729		
caenorhabditis_elegans	WBGene00007730	ortholog_one2one	WBGene00026216
caenorhabditis_elegans	WBGene00007731	ortholog_one2one	WBGene00026217
caenorhabditis_elegans	WBGene00007732	ortholog_one2one	WBGene00030848
caenorhabditis_elegans	WBGene00007733	ortholog_many2many	WBGene00032658
caenorhabditis_elegans	WBGene00007733	ortholog_many2many	WBGene00031244
caenorhabditis_elegans	WBGene00007734		
caenorhabditis_elegans	WBGene00007735	ortholog_one2many	WBGene00026841
caenorhabditis_elegans	WBGene00007736	ortholog_one2one	WBGene00026219
caenorhabditis_elegans	WBGene00007739	ortholog_one2one	WBGene00032924
caenorhabditis_elegans	WBGene00007740	ortholog_one2one	WBGene00032915
caenorhabditis_elegans	WBGene00007741	ortholog_one2one	WBGene00032920
caenorhabditis_elegans	WBGene00007742	ortholog_one2many	WBGene00032907
caenorhabditis_elegans	WBGene00007742	ortholog_one2many	WBGene00043007
caenorhabditis_elegans	WBGene00007743	ortholog_one2one	WBGene00042779
caenorhabditis_elegans	WBGene00007744	ortholog_one2one	WBGene00024045
caenorhabditis_elegans	WBGene00007745	ortholog_one2one	WBGene00086911
caenorhabditis_elegans	WBGene00007746	ortholog_one2one	WBGene00024052
caenorhabditis_elegans	WBGene00007747		
caenorhabditis_elegans	WBGene00007748	ortholog_one2one	WBGene00028978
caenorhabditis_elegans	WBGene00007749	ortholog_one2one	WBGene00028979
caenorhabditis_elegans	WBGene00007750	ortholog_one2one	WBGene00029565
caenorhabditis_elegans	WBGene00007751	ortholog_one2one	WBGene00029566
caenorhabditis_elegans	WBGene00007752	ortholog_one2one	WBGene00026345
caenorhabditis_elegans	WBGene00007753	ortholog_one2one	WBGene00041754
caenorhabditis_elegans	WBGene00007755	ortholog_one2one	WBGene00041755
caenorhabditis_elegans	WBGene00007756	ortholog_one2one	WBGene00041758
caenorhabditis_elegans	WBGene00007757	ortholog_one2many	WBGene00041753
caenorhabditis_elegans	WBGene00007758	ortholog_one2one	WBGene00041757
caenorhabditis_elegans	WBGene00007759		
caenorhabditis_elegans	WBGene00007760		
caenorhabditis_elegans	WBGene00007761	ortholog_one2one	WBGene00040417
caenorhabditis_elegans	WBGene00007762	ortholog_one2one	WBGene00040418
caenorhabditis_elegans	WBGene00007763	ortholog_one2one	WBGene00040419
caenorhabditis_elegans	WBGene00007764	ortholog_one2one	WBGene00040420
caenorhabditis_elegans	WBGene00007765	ortholog_one2one	WBGene00040421
caenorhabditis_elegans	WBGene00007766		
caenorhabditis_elegans	WBGene00007768		
caenorhabditis_elegans	WBGene00007769		
caenorhabditis_elegans	WBGene00007770		
caenorhabditis_elegans	WBGene00007771		
caenorhabditis_elegans	WBGene00007772	ortholog_one2one	WBGene00035609
caenorhabditis_elegans	WBGene00007773		
caenorhabditis_elegans	WBGene00007774	ortholog_one2one	WBGene00029593
caenorhabditis_elegans	WBGene00007775	ortholog_one2one	WBGene00029592
caenorhabditis_elegans	WBGene00007776	ortholog_one2one	WBGene00029594
caenorhabditis_elegans	WBGene00007777	ortholog_many2many	WBGene00026760
caenorhabditis_elegans	WBGene00007777	ortholog_many2many	WBGene00025485
caenorhabditis_elegans	WBGene00007778	ortholog_one2one	WBGene00033158
caenorhabditis_elegans	WBGene00007779	ortholog_one2many	WBGene00042209
caenorhabditis_elegans	WBGene00007779	ortholog_one2many	WBGene00026350
caenorhabditis_elegans	WBGene00007779	ortholog_one2many	WBGene00042862
caenorhabditis_elegans	WBGene00007780	ortholog_one2one	WBGene00042863
caenorhabditis_elegans	WBGene00007784	ortholog_one2one	WBGene00038646
caenorhabditis_elegans	WBGene00007785	ortholog_one2one	WBGene00038647
