Genome project	Gene stable ID	Caenorhabditis remanei [WS251] gene stable ID	Homology type
caenorhabditis_brenneri	WBGene00143387	WBGene00079424	ortholog_one2many
caenorhabditis_brenneri	WBGene00143388	WBGene00086275	ortholog_one2many
caenorhabditis_brenneri	WBGene00143389	WBGene00052901	ortholog_one2one
caenorhabditis_brenneri	WBGene00143390	WBGene00077324	ortholog_one2one
caenorhabditis_brenneri	WBGene00143391	WBGene00053041	ortholog_one2one
caenorhabditis_brenneri	WBGene00143392	WBGene00051887	ortholog_one2one
caenorhabditis_brenneri	WBGene00143393	WBGene00059338	ortholog_one2many
caenorhabditis_brenneri	WBGene00143394		
caenorhabditis_brenneri	WBGene00143395		
caenorhabditis_brenneri	WBGene00143396		
caenorhabditis_brenneri	WBGene00143397	WBGene00068474	ortholog_many2many
caenorhabditis_brenneri	WBGene00143397	WBGene00059588	ortholog_many2many
caenorhabditis_brenneri	WBGene00143397	WBGene00068473	ortholog_many2many
caenorhabditis_brenneri	WBGene00143398	WBGene00060531	ortholog_one2many
caenorhabditis_brenneri	WBGene00143399		
caenorhabditis_brenneri	WBGene00143400		
caenorhabditis_brenneri	WBGene00143401		
caenorhabditis_brenneri	WBGene00143402		
caenorhabditis_brenneri	WBGene00143403	WBGene00058122	ortholog_one2many
caenorhabditis_brenneri	WBGene00143404	WBGene00062312	ortholog_one2one
caenorhabditis_brenneri	WBGene00143405		
caenorhabditis_brenneri	WBGene00143406	WBGene00073567	ortholog_many2many
caenorhabditis_brenneri	WBGene00143406	WBGene00062602	ortholog_many2many
caenorhabditis_brenneri	WBGene00143407	WBGene00075362	ortholog_many2many
caenorhabditis_brenneri	WBGene00143407	WBGene00062460	ortholog_many2many
caenorhabditis_brenneri	WBGene00143408	WBGene00080021	ortholog_one2many
caenorhabditis_brenneri	WBGene00143409	WBGene00084339	ortholog_one2one
caenorhabditis_brenneri	WBGene00143410	WBGene00063807	ortholog_many2many
caenorhabditis_brenneri	WBGene00143410	WBGene00063806	ortholog_many2many
caenorhabditis_brenneri	WBGene00143411		
caenorhabditis_brenneri	WBGene00143412		
caenorhabditis_brenneri	WBGene00143413		
caenorhabditis_brenneri	WBGene00143414	WBGene00073808	ortholog_many2many
caenorhabditis_brenneri	WBGene00143414	WBGene00189940	ortholog_many2many
caenorhabditis_brenneri	WBGene00143415		
caenorhabditis_brenneri	WBGene00143416	WBGene00063931	ortholog_one2many
caenorhabditis_brenneri	WBGene00143417	WBGene00059495	ortholog_one2many
caenorhabditis_brenneri	WBGene00143418	WBGene00054455	ortholog_one2one
caenorhabditis_brenneri	WBGene00143419		
caenorhabditis_brenneri	WBGene00143420	WBGene00070977	ortholog_one2many
caenorhabditis_brenneri	WBGene00143421		
caenorhabditis_brenneri	WBGene00143422	WBGene00053904	ortholog_many2many
caenorhabditis_brenneri	WBGene00143422	WBGene00071614	ortholog_many2many
caenorhabditis_brenneri	WBGene00143423		
caenorhabditis_brenneri	WBGene00143424	WBGene00071018	ortholog_many2many
caenorhabditis_brenneri	WBGene00143424	WBGene00075821	ortholog_many2many
caenorhabditis_brenneri	WBGene00143425	WBGene00051266	ortholog_one2one
caenorhabditis_brenneri	WBGene00143426		
caenorhabditis_brenneri	WBGene00143427	WBGene00055380	ortholog_one2one
caenorhabditis_brenneri	WBGene00143428	WBGene00080204	ortholog_one2many
caenorhabditis_brenneri	WBGene00143429	WBGene00068087	ortholog_one2one
caenorhabditis_brenneri	WBGene00143430	WBGene00054000	ortholog_one2many
caenorhabditis_brenneri	WBGene00143431		
caenorhabditis_brenneri	WBGene00143432		
caenorhabditis_brenneri	WBGene00143433	WBGene00059930	ortholog_one2many
caenorhabditis_brenneri	WBGene00143434	WBGene00057536	ortholog_one2many
caenorhabditis_brenneri	WBGene00143435	WBGene00052277	ortholog_one2one
caenorhabditis_brenneri	WBGene00143436		
caenorhabditis_brenneri	WBGene00143437	WBGene00060420	ortholog_one2many
caenorhabditis_brenneri	WBGene00143438		
caenorhabditis_brenneri	WBGene00143439	WBGene00059497	ortholog_one2many
caenorhabditis_brenneri	WBGene00143440		
caenorhabditis_brenneri	WBGene00143441	WBGene00054867	ortholog_one2many
caenorhabditis_brenneri	WBGene00143442		
caenorhabditis_brenneri	WBGene00143443	WBGene00064561	ortholog_one2one
caenorhabditis_brenneri	WBGene00143444		
caenorhabditis_brenneri	WBGene00143445		
caenorhabditis_brenneri	WBGene00143446	WBGene00057609	ortholog_one2many
caenorhabditis_brenneri	WBGene00143447		
caenorhabditis_brenneri	WBGene00143448		
caenorhabditis_brenneri	WBGene00143449	WBGene00068333	ortholog_many2many
caenorhabditis_brenneri	WBGene00143449	WBGene00075084	ortholog_many2many
caenorhabditis_brenneri	WBGene00143450	WBGene00063549	ortholog_one2one
caenorhabditis_brenneri	WBGene00143451		
caenorhabditis_brenneri	WBGene00143452		
caenorhabditis_brenneri	WBGene00143453		
caenorhabditis_brenneri	WBGene00143454	WBGene00072677	ortholog_one2one
caenorhabditis_brenneri	WBGene00143455	WBGene00063646	ortholog_one2one
caenorhabditis_brenneri	WBGene00143456	WBGene00081351	ortholog_one2many
caenorhabditis_brenneri	WBGene00143457		
caenorhabditis_brenneri	WBGene00143458	WBGene00053454	ortholog_one2one
caenorhabditis_brenneri	WBGene00143461	WBGene00082284	ortholog_many2many
caenorhabditis_brenneri	WBGene00143461	WBGene00069138	ortholog_many2many
caenorhabditis_brenneri	WBGene00143462	WBGene00073582	ortholog_many2many
caenorhabditis_brenneri	WBGene00143462	WBGene00062681	ortholog_many2many
caenorhabditis_brenneri	WBGene00143463		
caenorhabditis_brenneri	WBGene00143464		
caenorhabditis_brenneri	WBGene00143465	WBGene00063725	ortholog_one2one
caenorhabditis_brenneri	WBGene00143466	WBGene00079871	ortholog_one2many
caenorhabditis_brenneri	WBGene00143467		
caenorhabditis_brenneri	WBGene00143468		
caenorhabditis_brenneri	WBGene00143469		
caenorhabditis_brenneri	WBGene00143470		
caenorhabditis_brenneri	WBGene00143471	WBGene00071023	ortholog_many2many
caenorhabditis_brenneri	WBGene00143471	WBGene00080175	ortholog_many2many
caenorhabditis_brenneri	WBGene00143472		
caenorhabditis_brenneri	WBGene00143473	WBGene00068866	ortholog_many2many
caenorhabditis_brenneri	WBGene00143473	WBGene00056614	ortholog_many2many
caenorhabditis_brenneri	WBGene00143474		
caenorhabditis_brenneri	WBGene00143475	WBGene00079504	ortholog_many2many
caenorhabditis_brenneri	WBGene00143475	WBGene00069978	ortholog_many2many
caenorhabditis_brenneri	WBGene00143476		
caenorhabditis_brenneri	WBGene00143477	WBGene00063868	ortholog_many2many
caenorhabditis_brenneri	WBGene00143477	WBGene00073516	ortholog_many2many
caenorhabditis_brenneri	WBGene00143478		
caenorhabditis_brenneri	WBGene00143479	WBGene00060159	ortholog_one2many
caenorhabditis_brenneri	WBGene00143480		
caenorhabditis_brenneri	WBGene00143481	WBGene00054037	ortholog_one2many
caenorhabditis_brenneri	WBGene00143482	WBGene00052047	ortholog_one2many
caenorhabditis_brenneri	WBGene00143483	WBGene00078757	ortholog_one2one
caenorhabditis_brenneri	WBGene00143484	WBGene00054654	ortholog_one2one
caenorhabditis_brenneri	WBGene00143485	WBGene00079909	ortholog_one2one
caenorhabditis_brenneri	WBGene00143486		
caenorhabditis_brenneri	WBGene00143487		
caenorhabditis_brenneri	WBGene00143488	WBGene00054018	ortholog_one2many
caenorhabditis_brenneri	WBGene00143489	WBGene00084626	ortholog_one2one
caenorhabditis_brenneri	WBGene00143490	WBGene00066640	ortholog_one2many
caenorhabditis_brenneri	WBGene00143490	WBGene00058658	ortholog_one2many
caenorhabditis_brenneri	WBGene00143491		
caenorhabditis_brenneri	WBGene00143492		
caenorhabditis_brenneri	WBGene00143493	WBGene00051381	ortholog_one2one
caenorhabditis_brenneri	WBGene00143494	WBGene00068922	ortholog_one2many
caenorhabditis_brenneri	WBGene00143494	WBGene00074669	ortholog_one2many
caenorhabditis_brenneri	WBGene00143494	WBGene00068916	ortholog_one2many
caenorhabditis_brenneri	WBGene00143494	WBGene00073496	ortholog_one2many
caenorhabditis_brenneri	WBGene00143494	WBGene00068917	ortholog_one2many
caenorhabditis_brenneri	WBGene00143494	WBGene00074611	ortholog_one2many
caenorhabditis_brenneri	WBGene00143495	WBGene00082693	ortholog_one2many
caenorhabditis_brenneri	WBGene00143496		
caenorhabditis_brenneri	WBGene00143497	WBGene00066691	ortholog_one2one
caenorhabditis_brenneri	WBGene00143498	WBGene00070097	ortholog_one2many
caenorhabditis_brenneri	WBGene00143499	WBGene00073959	ortholog_many2many
caenorhabditis_brenneri	WBGene00143499	WBGene00059347	ortholog_many2many
caenorhabditis_brenneri	WBGene00143500	WBGene00060937	ortholog_one2many
caenorhabditis_brenneri	WBGene00143501	WBGene00051904	ortholog_one2one
caenorhabditis_brenneri	WBGene00143502	WBGene00065317	ortholog_one2one
caenorhabditis_brenneri	WBGene00143503	WBGene00084183	ortholog_one2many
caenorhabditis_brenneri	WBGene00143505		
caenorhabditis_brenneri	WBGene00143506	WBGene00053391	ortholog_one2one
caenorhabditis_brenneri	WBGene00143507	WBGene00070934	ortholog_one2many
caenorhabditis_brenneri	WBGene00143507	WBGene00074925	ortholog_one2many
caenorhabditis_brenneri	WBGene00143507	WBGene00071665	ortholog_one2many
caenorhabditis_brenneri	WBGene00143507	WBGene00070933	ortholog_one2many
caenorhabditis_brenneri	WBGene00143508		
caenorhabditis_brenneri	WBGene00143509		
caenorhabditis_brenneri	WBGene00143510		
caenorhabditis_brenneri	WBGene00143511	WBGene00053602	ortholog_one2many
caenorhabditis_brenneri	WBGene00143512	WBGene00057233	ortholog_many2many
caenorhabditis_brenneri	WBGene00143512	WBGene00057234	ortholog_many2many
caenorhabditis_brenneri	WBGene00143512	WBGene00079835	ortholog_many2many
caenorhabditis_brenneri	WBGene00143512	WBGene00067581	ortholog_many2many
caenorhabditis_brenneri	WBGene00143512	WBGene00057235	ortholog_many2many
caenorhabditis_brenneri	WBGene00143513		
caenorhabditis_brenneri	WBGene00143514	WBGene00072946	ortholog_one2many
caenorhabditis_brenneri	WBGene00143515	WBGene00074222	ortholog_many2many
caenorhabditis_brenneri	WBGene00143515	WBGene00085007	ortholog_many2many
caenorhabditis_brenneri	WBGene00143516	WBGene00051426	ortholog_one2one
caenorhabditis_brenneri	WBGene00143517	WBGene00063770	ortholog_one2many
caenorhabditis_brenneri	WBGene00143518	WBGene00073275	ortholog_one2one
caenorhabditis_brenneri	WBGene00143519	WBGene00053733	ortholog_one2many
caenorhabditis_brenneri	WBGene00143520	WBGene00055071	ortholog_one2one
caenorhabditis_brenneri	WBGene00143521		
caenorhabditis_brenneri	WBGene00143522	WBGene00052295	ortholog_one2one
caenorhabditis_brenneri	WBGene00143523		
caenorhabditis_brenneri	WBGene00143524		
caenorhabditis_brenneri	WBGene00143525		
caenorhabditis_brenneri	WBGene00143526		
caenorhabditis_brenneri	WBGene00143527	WBGene00070782	ortholog_one2one
caenorhabditis_brenneri	WBGene00143528	WBGene00072350	ortholog_one2many
caenorhabditis_brenneri	WBGene00143529		
caenorhabditis_brenneri	WBGene00143530	WBGene00053248	ortholog_one2many
caenorhabditis_brenneri	WBGene00143531	WBGene00054899	ortholog_one2one
caenorhabditis_brenneri	WBGene00143532	WBGene00052926	ortholog_one2many
caenorhabditis_brenneri	WBGene00143533	WBGene00059533	ortholog_one2one
caenorhabditis_brenneri	WBGene00143534	WBGene00057164	ortholog_one2one
caenorhabditis_brenneri	WBGene00143535	WBGene00062785	ortholog_one2many
caenorhabditis_brenneri	WBGene00143536		
caenorhabditis_brenneri	WBGene00143537		
caenorhabditis_brenneri	WBGene00143538	WBGene00057180	ortholog_one2many
caenorhabditis_brenneri	WBGene00143539	WBGene00070818	ortholog_one2many
caenorhabditis_brenneri	WBGene00143540	WBGene00060992	ortholog_one2one
caenorhabditis_brenneri	WBGene00143541	WBGene00061267	ortholog_one2many
caenorhabditis_brenneri	WBGene00143542		
caenorhabditis_brenneri	WBGene00143543	WBGene00066140	ortholog_one2many
caenorhabditis_brenneri	WBGene00143544	WBGene00080630	ortholog_many2many
caenorhabditis_brenneri	WBGene00143544	WBGene00078841	ortholog_many2many
caenorhabditis_brenneri	WBGene00143545	WBGene00065050	ortholog_one2one
caenorhabditis_brenneri	WBGene00143546		
caenorhabditis_brenneri	WBGene00143547	WBGene00060824	ortholog_one2many
caenorhabditis_brenneri	WBGene00143548	WBGene00055244	ortholog_one2one
caenorhabditis_brenneri	WBGene00143549	WBGene00081779	ortholog_one2many
caenorhabditis_brenneri	WBGene00143550	WBGene00059869	ortholog_one2many
caenorhabditis_brenneri	WBGene00143551	WBGene00057110	ortholog_one2many
caenorhabditis_brenneri	WBGene00143552	WBGene00058513	ortholog_one2one
caenorhabditis_brenneri	WBGene00143553		
caenorhabditis_brenneri	WBGene00143554	WBGene00052841	ortholog_one2one
caenorhabditis_brenneri	WBGene00143555	WBGene00083712	ortholog_one2one
caenorhabditis_brenneri	WBGene00143556	WBGene00062102	ortholog_one2many
caenorhabditis_brenneri	WBGene00143557	WBGene00058488	ortholog_one2one
caenorhabditis_brenneri	WBGene00143558	WBGene00057387	ortholog_one2many
caenorhabditis_brenneri	WBGene00143559		
caenorhabditis_brenneri	WBGene00143560		
caenorhabditis_brenneri	WBGene00143561		
caenorhabditis_brenneri	WBGene00143562	WBGene00057951	ortholog_one2one
caenorhabditis_brenneri	WBGene00143563	WBGene00063431	ortholog_one2many
caenorhabditis_brenneri	WBGene00143564	WBGene00059997	ortholog_one2one
caenorhabditis_brenneri	WBGene00143565	WBGene00051617	ortholog_one2one
caenorhabditis_brenneri	WBGene00143566	WBGene00058365	ortholog_one2one
caenorhabditis_brenneri	WBGene00143567	WBGene00061763	ortholog_one2one
caenorhabditis_brenneri	WBGene00143568		
caenorhabditis_brenneri	WBGene00143569	WBGene00072462	ortholog_one2many
caenorhabditis_brenneri	WBGene00143570	WBGene00059075	ortholog_one2one
caenorhabditis_brenneri	WBGene00143571		
caenorhabditis_brenneri	WBGene00143572		
caenorhabditis_brenneri	WBGene00143573	WBGene00068492	ortholog_many2many
caenorhabditis_brenneri	WBGene00143573	WBGene00068075	ortholog_many2many
caenorhabditis_brenneri	WBGene00143573	WBGene00054631	ortholog_many2many
caenorhabditis_brenneri	WBGene00143573	WBGene00054630	ortholog_many2many
caenorhabditis_brenneri	WBGene00143573	WBGene00054632	ortholog_many2many
caenorhabditis_brenneri	WBGene00143573	WBGene00054629	ortholog_many2many
caenorhabditis_brenneri	WBGene00143574	WBGene00078080	ortholog_one2many
caenorhabditis_brenneri	WBGene00143575	WBGene00051512	ortholog_one2one
caenorhabditis_brenneri	WBGene00143576		
caenorhabditis_brenneri	WBGene00143577		
caenorhabditis_brenneri	WBGene00143578		
caenorhabditis_brenneri	WBGene00143579	WBGene00055666	ortholog_one2one
caenorhabditis_brenneri	WBGene00143580	WBGene00065066	ortholog_one2one
caenorhabditis_brenneri	WBGene00143581		
caenorhabditis_brenneri	WBGene00143582		
caenorhabditis_brenneri	WBGene00143583	WBGene00063126	ortholog_one2one
caenorhabditis_brenneri	WBGene00143584	WBGene00054283	ortholog_one2many
caenorhabditis_brenneri	WBGene00143585		
caenorhabditis_brenneri	WBGene00143587		
caenorhabditis_brenneri	WBGene00143588	WBGene00060935	ortholog_one2many
caenorhabditis_brenneri	WBGene00143589	WBGene00056683	ortholog_one2one
caenorhabditis_brenneri	WBGene00143590	WBGene00051594	ortholog_many2many
caenorhabditis_brenneri	WBGene00143590	WBGene00057607	ortholog_many2many
caenorhabditis_brenneri	WBGene00143591	WBGene00059753	ortholog_one2one
caenorhabditis_brenneri	WBGene00143592	WBGene00060074	ortholog_one2many
caenorhabditis_brenneri	WBGene00143593	WBGene00065822	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00066789	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00065820	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00065812	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00072093	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00065925	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00064130	ortholog_many2many
caenorhabditis_brenneri	WBGene00143593	WBGene00085127	ortholog_many2many
caenorhabditis_brenneri	WBGene00143594	WBGene00064229	ortholog_one2one
caenorhabditis_brenneri	WBGene00143595	WBGene00068487	ortholog_many2many
caenorhabditis_brenneri	WBGene00143595	WBGene00060660	ortholog_many2many
caenorhabditis_brenneri	WBGene00143595	WBGene00068501	ortholog_many2many
caenorhabditis_brenneri	WBGene00143595	WBGene00070471	ortholog_many2many
caenorhabditis_brenneri	WBGene00143596	WBGene00070793	ortholog_one2one
caenorhabditis_brenneri	WBGene00143597	WBGene00068683	ortholog_one2many
caenorhabditis_brenneri	WBGene00143598	WBGene00052833	ortholog_one2one
caenorhabditis_brenneri	WBGene00143599	WBGene00064910	ortholog_one2one
caenorhabditis_brenneri	WBGene00143600		
caenorhabditis_brenneri	WBGene00143601		
caenorhabditis_brenneri	WBGene00143602	WBGene00058272	ortholog_one2one
caenorhabditis_brenneri	WBGene00143603	WBGene00063964	ortholog_many2many
caenorhabditis_brenneri	WBGene00143603	WBGene00073743	ortholog_many2many
caenorhabditis_brenneri	WBGene00143604		
caenorhabditis_brenneri	WBGene00143605	WBGene00078109	ortholog_many2many
caenorhabditis_brenneri	WBGene00143605	WBGene00085980	ortholog_many2many
caenorhabditis_brenneri	WBGene00143605	WBGene00056972	ortholog_many2many
caenorhabditis_brenneri	WBGene00143605	WBGene00085979	ortholog_many2many
caenorhabditis_brenneri	WBGene00143605	WBGene00066653	ortholog_many2many
caenorhabditis_brenneri	WBGene00143606	WBGene00062080	ortholog_one2many
caenorhabditis_brenneri	WBGene00143607		
caenorhabditis_brenneri	WBGene00143608		
caenorhabditis_brenneri	WBGene00143609	WBGene00070576	ortholog_one2many
caenorhabditis_brenneri	WBGene00143610		
caenorhabditis_brenneri	WBGene00143611	WBGene00079294	ortholog_one2one
caenorhabditis_brenneri	WBGene00143612	WBGene00083132	ortholog_many2many
caenorhabditis_brenneri	WBGene00143612	WBGene00083177	ortholog_many2many
caenorhabditis_brenneri	WBGene00143612	WBGene00065205	ortholog_many2many
caenorhabditis_brenneri	WBGene00143612	WBGene00065206	ortholog_many2many
caenorhabditis_brenneri	WBGene00143613	WBGene00062379	ortholog_one2one
caenorhabditis_brenneri	WBGene00143614	WBGene00055023	ortholog_one2one
caenorhabditis_brenneri	WBGene00143615	WBGene00080288	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00073698	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00069735	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00069740	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00085621	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00074001	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00069733	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00069734	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00080289	ortholog_one2many
caenorhabditis_brenneri	WBGene00143615	WBGene00080557	ortholog_one2many
caenorhabditis_brenneri	WBGene00143616	WBGene00068822	ortholog_one2many
caenorhabditis_brenneri	WBGene00143617	WBGene00051191	ortholog_one2one
caenorhabditis_brenneri	WBGene00143618	WBGene00059361	ortholog_many2many
caenorhabditis_brenneri	WBGene00143618	WBGene00073023	ortholog_many2many
caenorhabditis_brenneri	WBGene00143619	WBGene00059873	ortholog_one2many
caenorhabditis_brenneri	WBGene00143620	WBGene00066582	ortholog_one2many
caenorhabditis_brenneri	WBGene00143621	WBGene00074607	ortholog_one2many
caenorhabditis_brenneri	WBGene00143622	WBGene00061729	ortholog_one2one
caenorhabditis_brenneri	WBGene00143623		
caenorhabditis_brenneri	WBGene00143624		
caenorhabditis_brenneri	WBGene00143625		
caenorhabditis_brenneri	WBGene00143626	WBGene00058119	ortholog_one2one
caenorhabditis_brenneri	WBGene00143627		
caenorhabditis_brenneri	WBGene00143628	WBGene00066621	ortholog_one2many
caenorhabditis_brenneri	WBGene00143629		
caenorhabditis_brenneri	WBGene00143630		
caenorhabditis_brenneri	WBGene00143631		
caenorhabditis_brenneri	WBGene00143632	WBGene00064332	ortholog_many2many
caenorhabditis_brenneri	WBGene00143632	WBGene00069025	ortholog_many2many
caenorhabditis_brenneri	WBGene00143632	WBGene00064333	ortholog_many2many
caenorhabditis_brenneri	WBGene00143632	WBGene00063454	ortholog_many2many
caenorhabditis_brenneri	WBGene00143633	WBGene00062798	ortholog_one2many
caenorhabditis_brenneri	WBGene00143634	WBGene00070600	ortholog_one2one
caenorhabditis_brenneri	WBGene00143635	WBGene00058671	ortholog_one2one
caenorhabditis_brenneri	WBGene00143636	WBGene00053921	ortholog_one2one
caenorhabditis_brenneri	WBGene00143637	WBGene00059890	ortholog_one2one
caenorhabditis_brenneri	WBGene00143638	WBGene00057180	ortholog_one2many
caenorhabditis_brenneri	WBGene00143639		
caenorhabditis_brenneri	WBGene00143640		
caenorhabditis_brenneri	WBGene00143641	WBGene00065731	ortholog_one2many
caenorhabditis_brenneri	WBGene00143642		
caenorhabditis_brenneri	WBGene00143643	WBGene00056267	ortholog_one2many
caenorhabditis_brenneri	WBGene00143644	WBGene00051958	ortholog_many2many
caenorhabditis_brenneri	WBGene00143644	WBGene00051991	ortholog_many2many
caenorhabditis_brenneri	WBGene00143644	WBGene00051965	ortholog_many2many
caenorhabditis_brenneri	WBGene00143644	WBGene00052107	ortholog_many2many
caenorhabditis_brenneri	WBGene00143645		
caenorhabditis_brenneri	WBGene00143646	WBGene00054068	ortholog_one2many
caenorhabditis_brenneri	WBGene00143647	WBGene00081766	ortholog_one2many
caenorhabditis_brenneri	WBGene00143647	WBGene00081768	ortholog_one2many
caenorhabditis_brenneri	WBGene00143647	WBGene00069781	ortholog_one2many
caenorhabditis_brenneri	WBGene00143647	WBGene00081767	ortholog_one2many
caenorhabditis_brenneri	WBGene00143648		
caenorhabditis_brenneri	WBGene00143649	WBGene00070294	ortholog_one2many
caenorhabditis_brenneri	WBGene00143650	WBGene00057823	ortholog_one2one
caenorhabditis_brenneri	WBGene00143651	WBGene00055232	ortholog_one2one
caenorhabditis_brenneri	WBGene00143652	WBGene00051309	ortholog_one2one
caenorhabditis_brenneri	WBGene00143653	WBGene00063548	ortholog_one2one
caenorhabditis_brenneri	WBGene00143654	WBGene00055590	ortholog_one2many
caenorhabditis_brenneri	WBGene00143654	WBGene00055591	ortholog_one2many
caenorhabditis_brenneri	WBGene00143655	WBGene00083760	ortholog_many2many
caenorhabditis_brenneri	WBGene00143655	WBGene00072578	ortholog_many2many
caenorhabditis_brenneri	WBGene00143655	WBGene00083759	ortholog_many2many
caenorhabditis_brenneri	WBGene00143655	WBGene00083761	ortholog_many2many
caenorhabditis_brenneri	WBGene00143656	WBGene00059148	ortholog_many2many
caenorhabditis_brenneri	WBGene00143656	WBGene00074681	ortholog_many2many
caenorhabditis_brenneri	WBGene00143657	WBGene00055395	ortholog_one2one
caenorhabditis_brenneri	WBGene00143658	WBGene00075439	ortholog_many2many
caenorhabditis_brenneri	WBGene00143658	WBGene00066360	ortholog_many2many
caenorhabditis_brenneri	WBGene00143659	WBGene00055401	ortholog_one2one
caenorhabditis_brenneri	WBGene00143660	WBGene00065514	ortholog_one2one
caenorhabditis_brenneri	WBGene00143661		
caenorhabditis_brenneri	WBGene00143662	WBGene00070733	ortholog_one2one
caenorhabditis_brenneri	WBGene00143663	WBGene00067822	ortholog_one2many
caenorhabditis_brenneri	WBGene00143664	WBGene00062505	ortholog_one2many
caenorhabditis_brenneri	WBGene00143665	WBGene00057840	ortholog_one2one
caenorhabditis_brenneri	WBGene00143666	WBGene00079859	ortholog_one2many
caenorhabditis_brenneri	WBGene00143667		
caenorhabditis_brenneri	WBGene00143668		
caenorhabditis_brenneri	WBGene00143669	WBGene00055924	ortholog_one2many
caenorhabditis_brenneri	WBGene00143670		
caenorhabditis_brenneri	WBGene00143671	WBGene00057533	ortholog_one2many
caenorhabditis_brenneri	WBGene00143672		
caenorhabditis_brenneri	WBGene00143673		
caenorhabditis_brenneri	WBGene00143674		
caenorhabditis_brenneri	WBGene00143675	WBGene00067943	ortholog_one2many
caenorhabditis_brenneri	WBGene00143676		
caenorhabditis_brenneri	WBGene00143677	WBGene00062743	ortholog_many2many
caenorhabditis_brenneri	WBGene00143677	WBGene00076142	ortholog_many2many
caenorhabditis_brenneri	WBGene00143678	WBGene00053337	ortholog_one2many
caenorhabditis_brenneri	WBGene00143679	WBGene00057661	ortholog_one2many
caenorhabditis_brenneri	WBGene00143680		
caenorhabditis_brenneri	WBGene00143681	WBGene00066092	ortholog_one2one
caenorhabditis_brenneri	WBGene00143682	WBGene00083777	ortholog_one2one
caenorhabditis_brenneri	WBGene00143683	WBGene00055075	ortholog_one2one
caenorhabditis_brenneri	WBGene00143684	WBGene00060913	ortholog_one2many
caenorhabditis_brenneri	WBGene00143685		
caenorhabditis_brenneri	WBGene00143686		
caenorhabditis_brenneri	WBGene00143687		
caenorhabditis_brenneri	WBGene00143688		
caenorhabditis_brenneri	WBGene00143689	WBGene00073988	ortholog_many2many
caenorhabditis_brenneri	WBGene00143689	WBGene00066122	ortholog_many2many
caenorhabditis_brenneri	WBGene00143690	WBGene00074021	ortholog_one2many
caenorhabditis_brenneri	WBGene00143690	WBGene00069140	ortholog_one2many
caenorhabditis_brenneri	WBGene00143691	WBGene00059286	ortholog_one2many
caenorhabditis_brenneri	WBGene00143692	WBGene00067053	ortholog_many2many
caenorhabditis_brenneri	WBGene00143692	WBGene00074528	ortholog_many2many
caenorhabditis_brenneri	WBGene00143693		
caenorhabditis_brenneri	WBGene00143694		
caenorhabditis_brenneri	WBGene00143695		
caenorhabditis_brenneri	WBGene00143696	WBGene00057557	ortholog_one2one
caenorhabditis_brenneri	WBGene00143697	WBGene00055103	ortholog_one2one
caenorhabditis_brenneri	WBGene00143698		
caenorhabditis_brenneri	WBGene00143699	WBGene00070719	ortholog_one2one
caenorhabditis_brenneri	WBGene00143700		
caenorhabditis_brenneri	WBGene00143701		
caenorhabditis_brenneri	WBGene00143702	WBGene00052051	ortholog_one2one
caenorhabditis_brenneri	WBGene00143703	WBGene00069242	ortholog_one2one
caenorhabditis_brenneri	WBGene00143704	WBGene00057893	ortholog_one2one
caenorhabditis_brenneri	WBGene00143705	WBGene00063395	ortholog_one2one
caenorhabditis_brenneri	WBGene00143706		
caenorhabditis_brenneri	WBGene00143707		
caenorhabditis_brenneri	WBGene00143708		
caenorhabditis_brenneri	WBGene00143709		
caenorhabditis_brenneri	WBGene00143710	WBGene00055518	ortholog_one2one
caenorhabditis_brenneri	WBGene00143711	WBGene00055661	ortholog_one2one
caenorhabditis_brenneri	WBGene00143712	WBGene00054655	ortholog_one2one
caenorhabditis_brenneri	WBGene00143713		
caenorhabditis_brenneri	WBGene00143714	WBGene00081870	ortholog_one2one
caenorhabditis_brenneri	WBGene00143715	WBGene00057571	ortholog_one2many
caenorhabditis_brenneri	WBGene00143716	WBGene00080146	ortholog_many2many
caenorhabditis_brenneri	WBGene00143716	WBGene00080138	ortholog_many2many
caenorhabditis_brenneri	WBGene00143716	WBGene00084972	ortholog_many2many
caenorhabditis_brenneri	WBGene00143716	WBGene00084974	ortholog_many2many
caenorhabditis_brenneri	WBGene00143717	WBGene00057505	ortholog_one2many
caenorhabditis_brenneri	WBGene00143718	WBGene00079946	ortholog_one2many
caenorhabditis_brenneri	WBGene00143718	WBGene00079805	ortholog_one2many
