Genome project	Gene stable ID	Homology type	Caenorhabditis remanei [WS251] gene stable ID
caenorhabditis_briggsae	WBGene00027677	ortholog_one2one	WBGene00060958
caenorhabditis_briggsae	WBGene00027678	ortholog_one2one	WBGene00060957
caenorhabditis_briggsae	WBGene00027679	ortholog_one2many	WBGene00079410
caenorhabditis_briggsae	WBGene00027680	ortholog_one2one	WBGene00055702
caenorhabditis_briggsae	WBGene00027681	ortholog_one2one	WBGene00055701
caenorhabditis_briggsae	WBGene00027682	ortholog_one2one	WBGene00055700
caenorhabditis_briggsae	WBGene00027683	ortholog_one2one	WBGene00055699
caenorhabditis_briggsae	WBGene00027684	ortholog_one2one	WBGene00055698
caenorhabditis_briggsae	WBGene00027685	ortholog_one2one	WBGene00055697
caenorhabditis_briggsae	WBGene00027686	ortholog_one2one	WBGene00055696
caenorhabditis_briggsae	WBGene00027687	ortholog_one2one	WBGene00055694
caenorhabditis_briggsae	WBGene00027689	ortholog_one2one	WBGene00055693
caenorhabditis_briggsae	WBGene00027690	ortholog_one2many	WBGene00064593
caenorhabditis_briggsae	WBGene00027690	ortholog_one2many	WBGene00061116
caenorhabditis_briggsae	WBGene00027691	ortholog_one2one	WBGene00055691
caenorhabditis_briggsae	WBGene00027692	ortholog_one2one	WBGene00055689
caenorhabditis_briggsae	WBGene00027693	ortholog_one2one	WBGene00055688
caenorhabditis_briggsae	WBGene00027694	ortholog_one2one	WBGene00055687
caenorhabditis_briggsae	WBGene00027695	ortholog_one2one	WBGene00055685
caenorhabditis_briggsae	WBGene00027696		
caenorhabditis_briggsae	WBGene00027697		
caenorhabditis_briggsae	WBGene00027698		
caenorhabditis_briggsae	WBGene00027699		
caenorhabditis_briggsae	WBGene00027700		
caenorhabditis_briggsae	WBGene00027701		
caenorhabditis_briggsae	WBGene00027702	ortholog_one2one	WBGene00055684
caenorhabditis_briggsae	WBGene00027703	ortholog_one2one	WBGene00055683
caenorhabditis_briggsae	WBGene00027704	ortholog_one2one	WBGene00055682
caenorhabditis_briggsae	WBGene00027705	ortholog_one2one	WBGene00055681
caenorhabditis_briggsae	WBGene00027706	ortholog_one2one	WBGene00055680
caenorhabditis_briggsae	WBGene00027707	ortholog_one2one	WBGene00055679
caenorhabditis_briggsae	WBGene00027708	ortholog_one2one	WBGene00055676
caenorhabditis_briggsae	WBGene00027709	ortholog_one2many	WBGene00055763
caenorhabditis_briggsae	WBGene00027710	ortholog_one2one	WBGene00055604
caenorhabditis_briggsae	WBGene00027711	ortholog_one2one	WBGene00051513
caenorhabditis_briggsae	WBGene00027712		
caenorhabditis_briggsae	WBGene00027713	ortholog_one2many	WBGene00055674
caenorhabditis_briggsae	WBGene00027714		
caenorhabditis_briggsae	WBGene00027715	ortholog_one2many	WBGene00055674
caenorhabditis_briggsae	WBGene00027716	ortholog_one2one	WBGene00055673
caenorhabditis_briggsae	WBGene00027717	ortholog_one2one	WBGene00055671
caenorhabditis_briggsae	WBGene00027718	ortholog_one2one	WBGene00078724
caenorhabditis_briggsae	WBGene00027719	ortholog_one2one	WBGene00055670
caenorhabditis_briggsae	WBGene00027720	ortholog_one2one	WBGene00055667
caenorhabditis_briggsae	WBGene00027721	ortholog_one2one	WBGene00055666
caenorhabditis_briggsae	WBGene00027722	ortholog_one2one	WBGene00055664
caenorhabditis_briggsae	WBGene00027723	ortholog_one2one	WBGene00055663
caenorhabditis_briggsae	WBGene00027724		
caenorhabditis_briggsae	WBGene00027725		
caenorhabditis_briggsae	WBGene00027726	ortholog_one2one	WBGene00055669
caenorhabditis_briggsae	WBGene00027728	ortholog_many2many	WBGene00058786
caenorhabditis_briggsae	WBGene00027728	ortholog_many2many	WBGene00058785
caenorhabditis_briggsae	WBGene00027729	ortholog_many2many	WBGene00058786
caenorhabditis_briggsae	WBGene00027729	ortholog_many2many	WBGene00058785
caenorhabditis_briggsae	WBGene00027730	ortholog_one2one	WBGene00058782
caenorhabditis_briggsae	WBGene00027731	ortholog_one2one	WBGene00058781
caenorhabditis_briggsae	WBGene00027732	ortholog_one2one	WBGene00058780
caenorhabditis_briggsae	WBGene00027733	ortholog_one2one	WBGene00058779
caenorhabditis_briggsae	WBGene00027734	ortholog_one2many	WBGene00058778
caenorhabditis_briggsae	WBGene00027735	ortholog_one2many	WBGene00058778
caenorhabditis_briggsae	WBGene00027736	ortholog_one2one	WBGene00058775
caenorhabditis_briggsae	WBGene00027737	ortholog_one2many	WBGene00062818
caenorhabditis_briggsae	WBGene00027738	ortholog_one2one	WBGene00058773
caenorhabditis_briggsae	WBGene00027739		
caenorhabditis_briggsae	WBGene00027740	ortholog_one2one	WBGene00058772
caenorhabditis_briggsae	WBGene00027741	ortholog_one2one	WBGene00058771
caenorhabditis_briggsae	WBGene00027742	ortholog_one2one	WBGene00058770
caenorhabditis_briggsae	WBGene00027743	ortholog_one2one	WBGene00058769
caenorhabditis_briggsae	WBGene00027744	ortholog_one2one	WBGene00058768
caenorhabditis_briggsae	WBGene00027745	ortholog_one2one	WBGene00058767
caenorhabditis_briggsae	WBGene00027747	ortholog_one2one	WBGene00058765
caenorhabditis_briggsae	WBGene00027748	ortholog_one2one	WBGene00058763
caenorhabditis_briggsae	WBGene00027749	ortholog_one2one	WBGene00058762
caenorhabditis_briggsae	WBGene00027750	ortholog_one2one	WBGene00058761
caenorhabditis_briggsae	WBGene00027751	ortholog_one2one	WBGene00058760
caenorhabditis_briggsae	WBGene00027752	ortholog_one2one	WBGene00058759
caenorhabditis_briggsae	WBGene00027753	ortholog_one2one	WBGene00058758
caenorhabditis_briggsae	WBGene00027754	ortholog_one2one	WBGene00058757
caenorhabditis_briggsae	WBGene00027755	ortholog_one2one	WBGene00058756
caenorhabditis_briggsae	WBGene00027756	ortholog_one2one	WBGene00058755
caenorhabditis_briggsae	WBGene00027757	ortholog_one2one	WBGene00058754
caenorhabditis_briggsae	WBGene00027758		
caenorhabditis_briggsae	WBGene00027759		
caenorhabditis_briggsae	WBGene00027760	ortholog_one2one	WBGene00058751
caenorhabditis_briggsae	WBGene00027761	ortholog_one2one	WBGene00058750
caenorhabditis_briggsae	WBGene00027762	ortholog_one2one	WBGene00058749
caenorhabditis_briggsae	WBGene00027763	ortholog_one2one	WBGene00058748
caenorhabditis_briggsae	WBGene00027764		
caenorhabditis_briggsae	WBGene00027765	ortholog_many2many	WBGene00068174
caenorhabditis_briggsae	WBGene00027765	ortholog_many2many	WBGene00065481
caenorhabditis_briggsae	WBGene00027766		
caenorhabditis_briggsae	WBGene00027767	ortholog_many2many	WBGene00068168
caenorhabditis_briggsae	WBGene00027767	ortholog_many2many	WBGene00065476
caenorhabditis_briggsae	WBGene00027768	ortholog_one2one	WBGene00058744
caenorhabditis_briggsae	WBGene00027769	ortholog_one2one	WBGene00058743
caenorhabditis_briggsae	WBGene00027770		
caenorhabditis_briggsae	WBGene00027771	ortholog_one2one	WBGene00083704
caenorhabditis_briggsae	WBGene00027772	ortholog_one2one	WBGene00058742
caenorhabditis_briggsae	WBGene00027773	ortholog_one2one	WBGene00058741
caenorhabditis_briggsae	WBGene00027774	ortholog_one2one	WBGene00058740
caenorhabditis_briggsae	WBGene00027775	ortholog_one2one	WBGene00058739
caenorhabditis_briggsae	WBGene00027776	ortholog_one2one	WBGene00058738
caenorhabditis_briggsae	WBGene00027777	ortholog_one2one	WBGene00058737
caenorhabditis_briggsae	WBGene00027778	ortholog_one2one	WBGene00058736
caenorhabditis_briggsae	WBGene00027779	ortholog_many2many	WBGene00058735
caenorhabditis_briggsae	WBGene00027779	ortholog_many2many	WBGene00068461
caenorhabditis_briggsae	WBGene00027780		
caenorhabditis_briggsae	WBGene00027781		
caenorhabditis_briggsae	WBGene00027782		
caenorhabditis_briggsae	WBGene00027783		
caenorhabditis_briggsae	WBGene00027784	ortholog_one2many	WBGene00083745
caenorhabditis_briggsae	WBGene00027784	ortholog_one2many	WBGene00083724
caenorhabditis_briggsae	WBGene00027785		
caenorhabditis_briggsae	WBGene00027786		
caenorhabditis_briggsae	WBGene00027787		
caenorhabditis_briggsae	WBGene00027788		
caenorhabditis_briggsae	WBGene00027789	ortholog_one2one	WBGene00058728
caenorhabditis_briggsae	WBGene00027790	ortholog_one2many	WBGene00058727
caenorhabditis_briggsae	WBGene00027791		
caenorhabditis_briggsae	WBGene00027792		
caenorhabditis_briggsae	WBGene00027793		
caenorhabditis_briggsae	WBGene00027794		
caenorhabditis_briggsae	WBGene00027795	ortholog_one2many	WBGene00065250
caenorhabditis_briggsae	WBGene00027795	ortholog_one2many	WBGene00059666
caenorhabditis_briggsae	WBGene00027795	ortholog_one2many	WBGene00060384
caenorhabditis_briggsae	WBGene00027795	ortholog_one2many	WBGene00069504
caenorhabditis_briggsae	WBGene00027796	ortholog_one2one	WBGene00058725
caenorhabditis_briggsae	WBGene00027797	ortholog_one2many	WBGene00056218
caenorhabditis_briggsae	WBGene00027798		
caenorhabditis_briggsae	WBGene00027799	ortholog_one2many	WBGene00083718
caenorhabditis_briggsae	WBGene00027800	ortholog_one2many	WBGene00083718
caenorhabditis_briggsae	WBGene00027801	ortholog_one2one	WBGene00058718
caenorhabditis_briggsae	WBGene00027802	ortholog_one2one	WBGene00058717
caenorhabditis_briggsae	WBGene00027803	ortholog_one2one	WBGene00083741
caenorhabditis_briggsae	WBGene00027804		
caenorhabditis_briggsae	WBGene00027805	ortholog_one2one	WBGene00058715
caenorhabditis_briggsae	WBGene00027806		
caenorhabditis_briggsae	WBGene00027807		
caenorhabditis_briggsae	WBGene00027808		
caenorhabditis_briggsae	WBGene00027809		
caenorhabditis_briggsae	WBGene00027810		
caenorhabditis_briggsae	WBGene00027812	ortholog_one2many	WBGene00080036
caenorhabditis_briggsae	WBGene00027813	ortholog_one2one	WBGene00070183
caenorhabditis_briggsae	WBGene00027814	ortholog_one2one	WBGene00070184
caenorhabditis_briggsae	WBGene00027815	ortholog_one2one	WBGene00073260
caenorhabditis_briggsae	WBGene00027816	ortholog_one2one	WBGene00073259
caenorhabditis_briggsae	WBGene00027817	ortholog_one2one	WBGene00072934
caenorhabditis_briggsae	WBGene00027818	ortholog_one2one	WBGene00072903
caenorhabditis_briggsae	WBGene00027819		
caenorhabditis_briggsae	WBGene00027820	ortholog_one2one	WBGene00069674
caenorhabditis_briggsae	WBGene00027822	ortholog_one2one	WBGene00069672
caenorhabditis_briggsae	WBGene00027823	ortholog_one2one	WBGene00069671
caenorhabditis_briggsae	WBGene00027824	ortholog_one2one	WBGene00069667
caenorhabditis_briggsae	WBGene00027825	ortholog_one2many	WBGene00069669
caenorhabditis_briggsae	WBGene00027826	ortholog_one2many	WBGene00074119
caenorhabditis_briggsae	WBGene00027826	ortholog_one2many	WBGene00074152
caenorhabditis_briggsae	WBGene00027827	ortholog_one2many	WBGene00078445
caenorhabditis_briggsae	WBGene00027827	ortholog_one2many	WBGene00078587
caenorhabditis_briggsae	WBGene00027828	ortholog_one2many	WBGene00074118
caenorhabditis_briggsae	WBGene00027828	ortholog_one2many	WBGene00067084
caenorhabditis_briggsae	WBGene00027829	ortholog_one2many	WBGene00067083
caenorhabditis_briggsae	WBGene00027829	ortholog_one2many	WBGene00074116
caenorhabditis_briggsae	WBGene00027830	ortholog_one2many	WBGene00067082
caenorhabditis_briggsae	WBGene00027830	ortholog_one2many	WBGene00074115
caenorhabditis_briggsae	WBGene00027831	ortholog_one2many	WBGene00074114
caenorhabditis_briggsae	WBGene00027831	ortholog_one2many	WBGene00067081
caenorhabditis_briggsae	WBGene00027832	ortholog_one2many	WBGene00074113
caenorhabditis_briggsae	WBGene00027832	ortholog_one2many	WBGene00067080
caenorhabditis_briggsae	WBGene00027833	ortholog_one2one	WBGene00067079
caenorhabditis_briggsae	WBGene00027834	ortholog_one2one	WBGene00067078
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069315
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00073073
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069314
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069320
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00065836
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00065835
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069313
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00071728
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069317
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00075582
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00073072
caenorhabditis_briggsae	WBGene00027835	ortholog_many2many	WBGene00069316
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069315
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00073073
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069314
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069320
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00065836
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00065835
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069313
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00071728
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069317
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00075582
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00073072
caenorhabditis_briggsae	WBGene00027836	ortholog_many2many	WBGene00069316
caenorhabditis_briggsae	WBGene00027837	ortholog_one2many	WBGene00061696
caenorhabditis_briggsae	WBGene00027838	ortholog_one2one	WBGene00067076
caenorhabditis_briggsae	WBGene00027839	ortholog_one2one	WBGene00073452
caenorhabditis_briggsae	WBGene00027840		
caenorhabditis_briggsae	WBGene00027841	ortholog_one2many	WBGene00067073
caenorhabditis_briggsae	WBGene00027841	ortholog_one2many	WBGene00074416
caenorhabditis_briggsae	WBGene00027842	ortholog_one2many	WBGene00074417
caenorhabditis_briggsae	WBGene00027842	ortholog_one2many	WBGene00078562
caenorhabditis_briggsae	WBGene00027843	ortholog_one2many	WBGene00067072
caenorhabditis_briggsae	WBGene00027843	ortholog_one2many	WBGene00074418
caenorhabditis_briggsae	WBGene00027844	ortholog_one2one	WBGene00073877
caenorhabditis_briggsae	WBGene00027845	ortholog_one2many	WBGene00067069
caenorhabditis_briggsae	WBGene00027846	ortholog_one2one	WBGene00067068
caenorhabditis_briggsae	WBGene00027847	ortholog_one2many	WBGene00067067
caenorhabditis_briggsae	WBGene00027847	ortholog_one2many	WBGene00078360
caenorhabditis_briggsae	WBGene00027848	ortholog_one2many	WBGene00078575
caenorhabditis_briggsae	WBGene00027848	ortholog_one2many	WBGene00074369
caenorhabditis_briggsae	WBGene00027849	ortholog_one2many	WBGene00074370
caenorhabditis_briggsae	WBGene00027849	ortholog_one2many	WBGene00078586
caenorhabditis_briggsae	WBGene00027851		
caenorhabditis_briggsae	WBGene00027852	ortholog_one2one	WBGene00067065
caenorhabditis_briggsae	WBGene00027853	ortholog_one2many	WBGene00067064
caenorhabditis_briggsae	WBGene00027853	ortholog_one2many	WBGene00078560
caenorhabditis_briggsae	WBGene00027854		
caenorhabditis_briggsae	WBGene00027855	ortholog_one2many	WBGene00067063
caenorhabditis_briggsae	WBGene00027855	ortholog_one2many	WBGene00074205
caenorhabditis_briggsae	WBGene00027856	ortholog_one2one	WBGene00067062
caenorhabditis_briggsae	WBGene00027857	ortholog_many2many	WBGene00078565
caenorhabditis_briggsae	WBGene00027857	ortholog_many2many	WBGene00085280
caenorhabditis_briggsae	WBGene00027857	ortholog_many2many	WBGene00078584
caenorhabditis_briggsae	WBGene00027857	ortholog_many2many	WBGene00078577
caenorhabditis_briggsae	WBGene00027857	ortholog_many2many	WBGene00078583
caenorhabditis_briggsae	WBGene00027858	ortholog_many2many	WBGene00078565
caenorhabditis_briggsae	WBGene00027858	ortholog_many2many	WBGene00085280
caenorhabditis_briggsae	WBGene00027858	ortholog_many2many	WBGene00078584
caenorhabditis_briggsae	WBGene00027858	ortholog_many2many	WBGene00078577
caenorhabditis_briggsae	WBGene00027858	ortholog_many2many	WBGene00078583
caenorhabditis_briggsae	WBGene00027859	ortholog_one2many	WBGene00078578
caenorhabditis_briggsae	WBGene00027859	ortholog_one2many	WBGene00067059
caenorhabditis_briggsae	WBGene00027860	ortholog_one2one	WBGene00078563
caenorhabditis_briggsae	WBGene00027861	ortholog_one2many	WBGene00082353
caenorhabditis_briggsae	WBGene00027861	ortholog_one2many	WBGene00078570
caenorhabditis_briggsae	WBGene00027862	ortholog_one2many	WBGene00075897
caenorhabditis_briggsae	WBGene00027862	ortholog_one2many	WBGene00067056
caenorhabditis_briggsae	WBGene00027863	ortholog_one2one	WBGene00067055
caenorhabditis_briggsae	WBGene00027864	ortholog_one2one	WBGene00067054
caenorhabditis_briggsae	WBGene00027865	ortholog_one2many	WBGene00067053
caenorhabditis_briggsae	WBGene00027865	ortholog_one2many	WBGene00074528
caenorhabditis_briggsae	WBGene00027866		
caenorhabditis_briggsae	WBGene00027867	ortholog_one2many	WBGene00074527
caenorhabditis_briggsae	WBGene00027867	ortholog_one2many	WBGene00067052
caenorhabditis_briggsae	WBGene00027868	ortholog_one2many	WBGene00067050
caenorhabditis_briggsae	WBGene00027868	ortholog_one2many	WBGene00074014
caenorhabditis_briggsae	WBGene00027869	ortholog_one2one	WBGene00074016
caenorhabditis_briggsae	WBGene00027870		
caenorhabditis_briggsae	WBGene00027871	ortholog_one2many	WBGene00074017
caenorhabditis_briggsae	WBGene00027871	ortholog_one2many	WBGene00067049
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069315
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00073073
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069314
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069320
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00065836
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00065835
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069313
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00071728
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069317
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00075582
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00073072
caenorhabditis_briggsae	WBGene00027872	ortholog_many2many	WBGene00069316
caenorhabditis_briggsae	WBGene00027873	ortholog_one2many	WBGene00067048
caenorhabditis_briggsae	WBGene00027873	ortholog_one2many	WBGene00074018
caenorhabditis_briggsae	WBGene00027874	ortholog_one2many	WBGene00076972
caenorhabditis_briggsae	WBGene00027874	ortholog_one2many	WBGene00076603
caenorhabditis_briggsae	WBGene00027875	ortholog_one2many	WBGene00084993
caenorhabditis_briggsae	WBGene00027875	ortholog_one2many	WBGene00078566
caenorhabditis_briggsae	WBGene00027876		
caenorhabditis_briggsae	WBGene00027877		
caenorhabditis_briggsae	WBGene00027878		
caenorhabditis_briggsae	WBGene00027879	ortholog_one2one	WBGene00074716
caenorhabditis_briggsae	WBGene00027880	ortholog_one2one	WBGene00084997
caenorhabditis_briggsae	WBGene00027881	ortholog_one2many	WBGene00067043
caenorhabditis_briggsae	WBGene00027881	ortholog_one2many	WBGene00074714
caenorhabditis_briggsae	WBGene00027882	ortholog_one2many	WBGene00067042
caenorhabditis_briggsae	WBGene00027882	ortholog_one2many	WBGene00075125
caenorhabditis_briggsae	WBGene00027883	ortholog_one2many	WBGene00067041
caenorhabditis_briggsae	WBGene00027883	ortholog_one2many	WBGene00075126
caenorhabditis_briggsae	WBGene00027884	ortholog_one2one	WBGene00067040
caenorhabditis_briggsae	WBGene00027885	ortholog_one2many	WBGene00076357
caenorhabditis_briggsae	WBGene00027885	ortholog_one2many	WBGene00066132
caenorhabditis_briggsae	WBGene00027886		
caenorhabditis_briggsae	WBGene00027887	ortholog_one2many	WBGene00082881
caenorhabditis_briggsae	WBGene00027887	ortholog_one2many	WBGene00066131
caenorhabditis_briggsae	WBGene00027888		
caenorhabditis_briggsae	WBGene00027889	ortholog_one2one	WBGene00074726
caenorhabditis_briggsae	WBGene00027890	ortholog_one2many	WBGene00073523
caenorhabditis_briggsae	WBGene00027890	ortholog_one2many	WBGene00175037
caenorhabditis_briggsae	WBGene00027891	ortholog_one2one	WBGene00085008
caenorhabditis_briggsae	WBGene00027892	ortholog_one2many	WBGene00073522
caenorhabditis_briggsae	WBGene00027892	ortholog_one2many	WBGene00066126
caenorhabditis_briggsae	WBGene00027893	ortholog_one2one	WBGene00066125
caenorhabditis_briggsae	WBGene00027894	ortholog_one2many	WBGene00086258
caenorhabditis_briggsae	WBGene00027894	ortholog_one2many	WBGene00066123
caenorhabditis_briggsae	WBGene00027895	ortholog_one2many	WBGene00073988
caenorhabditis_briggsae	WBGene00027895	ortholog_one2many	WBGene00066122
caenorhabditis_briggsae	WBGene00027896	ortholog_one2many	WBGene00073989
caenorhabditis_briggsae	WBGene00027896	ortholog_one2many	WBGene00066121
caenorhabditis_briggsae	WBGene00027897	ortholog_one2many	WBGene00066119
caenorhabditis_briggsae	WBGene00027897	ortholog_one2many	WBGene00086257
caenorhabditis_briggsae	WBGene00027898		
caenorhabditis_briggsae	WBGene00027899	ortholog_one2one	WBGene00066118
caenorhabditis_briggsae	WBGene00027900	ortholog_one2one	WBGene00066117
caenorhabditis_briggsae	WBGene00027901	ortholog_one2many	WBGene00073220
caenorhabditis_briggsae	WBGene00027901	ortholog_one2many	WBGene00066116
caenorhabditis_briggsae	WBGene00027903	ortholog_many2many	WBGene00070871
caenorhabditis_briggsae	WBGene00027903	ortholog_many2many	WBGene00069586
caenorhabditis_briggsae	WBGene00027903	ortholog_many2many	WBGene00054066
caenorhabditis_briggsae	WBGene00027904	ortholog_one2one	WBGene00066115
caenorhabditis_briggsae	WBGene00027905	ortholog_one2many	WBGene00066114
caenorhabditis_briggsae	WBGene00027905	ortholog_one2many	WBGene00073222
caenorhabditis_briggsae	WBGene00027906	ortholog_one2many	WBGene00074512
caenorhabditis_briggsae	WBGene00027906	ortholog_one2many	WBGene00066113
caenorhabditis_briggsae	WBGene00027907	ortholog_one2many	WBGene00066112
caenorhabditis_briggsae	WBGene00027907	ortholog_one2many	WBGene00074511
caenorhabditis_briggsae	WBGene00027908	ortholog_one2many	WBGene00077142
caenorhabditis_briggsae	WBGene00027908	ortholog_one2many	WBGene00066110
caenorhabditis_briggsae	WBGene00027909	ortholog_one2one	WBGene00066109
caenorhabditis_briggsae	WBGene00027910	ortholog_one2many	WBGene00066108
caenorhabditis_briggsae	WBGene00027910	ortholog_one2many	WBGene00076257
caenorhabditis_briggsae	WBGene00027911	ortholog_many2many	WBGene00066107
caenorhabditis_briggsae	WBGene00027911	ortholog_many2many	WBGene00076259
caenorhabditis_briggsae	WBGene00027912	ortholog_many2many	WBGene00066106
caenorhabditis_briggsae	WBGene00027912	ortholog_many2many	WBGene00074224
caenorhabditis_briggsae	WBGene00027913	ortholog_one2many	WBGene00066105
caenorhabditis_briggsae	WBGene00027913	ortholog_one2many	WBGene00074223
caenorhabditis_briggsae	WBGene00027914	ortholog_one2many	WBGene00074222
caenorhabditis_briggsae	WBGene00027914	ortholog_one2many	WBGene00085007
caenorhabditis_briggsae	WBGene00027915	ortholog_one2one	WBGene00066104
caenorhabditis_briggsae	WBGene00027916	ortholog_one2many	WBGene00066103
caenorhabditis_briggsae	WBGene00027916	ortholog_one2many	WBGene00076699
caenorhabditis_briggsae	WBGene00027917	ortholog_one2many	WBGene00081671
caenorhabditis_briggsae	WBGene00027917	ortholog_one2many	WBGene00066102
caenorhabditis_briggsae	WBGene00027918	ortholog_one2many	WBGene00066101
caenorhabditis_briggsae	WBGene00027918	ortholog_one2many	WBGene00080727
caenorhabditis_briggsae	WBGene00027919	ortholog_one2many	WBGene00074638
caenorhabditis_briggsae	WBGene00027919	ortholog_one2many	WBGene00080106
caenorhabditis_briggsae	WBGene00027920	ortholog_one2one	WBGene00074639
caenorhabditis_briggsae	WBGene00027921	ortholog_one2many	WBGene00084999
caenorhabditis_briggsae	WBGene00027921	ortholog_one2many	WBGene00066100
caenorhabditis_briggsae	WBGene00027922	ortholog_one2many	WBGene00066099
caenorhabditis_briggsae	WBGene00027922	ortholog_one2many	WBGene00074640
caenorhabditis_briggsae	WBGene00027923	ortholog_many2many	WBGene00066107
caenorhabditis_briggsae	WBGene00027923	ortholog_many2many	WBGene00076259
caenorhabditis_briggsae	WBGene00027924	ortholog_many2many	WBGene00066106
caenorhabditis_briggsae	WBGene00027924	ortholog_many2many	WBGene00074224
caenorhabditis_briggsae	WBGene00027926	ortholog_one2many	WBGene00066092
caenorhabditis_briggsae	WBGene00027927	ortholog_one2one	WBGene00077088
caenorhabditis_briggsae	WBGene00027928	ortholog_one2many	WBGene00066098
caenorhabditis_briggsae	WBGene00027928	ortholog_one2many	WBGene00074641
caenorhabditis_briggsae	WBGene00027929	ortholog_one2many	WBGene00066097
caenorhabditis_briggsae	WBGene00027929	ortholog_one2many	WBGene00078458
caenorhabditis_briggsae	WBGene00027930	ortholog_one2many	WBGene00066096
caenorhabditis_briggsae	WBGene00027930	ortholog_one2many	WBGene00073238
caenorhabditis_briggsae	WBGene00027931	ortholog_one2many	WBGene00078459
caenorhabditis_briggsae	WBGene00027931	ortholog_one2many	WBGene00073237
caenorhabditis_briggsae	WBGene00027931	ortholog_one2many	WBGene00066095
caenorhabditis_briggsae	WBGene00027932	ortholog_one2many	WBGene00086176
caenorhabditis_briggsae	WBGene00027932	ortholog_one2many	WBGene00066093
caenorhabditis_briggsae	WBGene00027933		
caenorhabditis_briggsae	WBGene00027934		
caenorhabditis_briggsae	WBGene00027935	ortholog_one2many	WBGene00066092
caenorhabditis_briggsae	WBGene00027936		
caenorhabditis_briggsae	WBGene00027937	ortholog_one2many	WBGene00084996
caenorhabditis_briggsae	WBGene00027937	ortholog_one2many	WBGene00078969
caenorhabditis_briggsae	WBGene00027938	ortholog_one2many	WBGene00066087
caenorhabditis_briggsae	WBGene00027938	ortholog_one2many	WBGene00074567
caenorhabditis_briggsae	WBGene00027939	ortholog_many2many	WBGene00066090
caenorhabditis_briggsae	WBGene00027939	ortholog_many2many	WBGene00074563
caenorhabditis_briggsae	WBGene00027940	ortholog_many2many	WBGene00057529
caenorhabditis_briggsae	WBGene00027940	ortholog_many2many	WBGene00065695
caenorhabditis_briggsae	WBGene00027941	ortholog_many2many	WBGene00066090
caenorhabditis_briggsae	WBGene00027941	ortholog_many2many	WBGene00074563
caenorhabditis_briggsae	WBGene00027942	ortholog_one2many	WBGene00066088
caenorhabditis_briggsae	WBGene00027942	ortholog_one2many	WBGene00078966
caenorhabditis_briggsae	WBGene00027943	ortholog_one2one	WBGene00084995
caenorhabditis_briggsae	WBGene00027944	ortholog_one2one	WBGene00066086
caenorhabditis_briggsae	WBGene00027945	ortholog_one2many	WBGene00074296
caenorhabditis_briggsae	WBGene00027945	ortholog_one2many	WBGene00066085
caenorhabditis_briggsae	WBGene00027946	ortholog_one2many	WBGene00066084
caenorhabditis_briggsae	WBGene00027946	ortholog_one2many	WBGene00074295
caenorhabditis_briggsae	WBGene00027947	ortholog_one2one	WBGene00066082
caenorhabditis_briggsae	WBGene00027949		
caenorhabditis_briggsae	WBGene00027950	ortholog_one2many	WBGene00073166
caenorhabditis_briggsae	WBGene00027950	ortholog_one2many	WBGene00066078
caenorhabditis_briggsae	WBGene00027951	ortholog_one2many	WBGene00073168
