Genome project	Gene stable ID	Caenorhabditis remanei [WS251] gene stable ID	Orthology confidence [0 low, 1 high]	Caenorhabditis briggsae [WS251] gene stable ID	Orthology confidence [0 low, 1 high]
caenorhabditis_briggsae	WBGene00033896	WBGene00054262	1		0
caenorhabditis_briggsae	WBGene00033897	WBGene00054263	1		0
caenorhabditis_briggsae	WBGene00033898	WBGene00054264	1		0
caenorhabditis_briggsae	WBGene00033899	WBGene00054265	0		0
caenorhabditis_briggsae	WBGene00033900	WBGene00054266	1		0
caenorhabditis_briggsae	WBGene00033901	WBGene00054267	1		0
caenorhabditis_briggsae	WBGene00033902	WBGene00054272	1		0
caenorhabditis_briggsae	WBGene00033903	WBGene00054274	1		0
caenorhabditis_briggsae	WBGene00033904	WBGene00054275	1		0
caenorhabditis_briggsae	WBGene00033905	WBGene00054276	1		0
caenorhabditis_briggsae	WBGene00033906	WBGene00054277	0		0
caenorhabditis_briggsae	WBGene00033907	WBGene00084799	1		0
caenorhabditis_briggsae	WBGene00033908	WBGene00054278	1		0
caenorhabditis_briggsae	WBGene00033909	WBGene00053882	1		0
caenorhabditis_briggsae	WBGene00033910	WBGene00053882	1		0
caenorhabditis_briggsae	WBGene00033911	WBGene00054282	1		0
caenorhabditis_briggsae	WBGene00033912	WBGene00054281	1		0
caenorhabditis_briggsae	WBGene00033913	WBGene00054280	1		0
caenorhabditis_briggsae	WBGene00033914	WBGene00054279	1		0
caenorhabditis_briggsae	WBGene00033915	WBGene00054283	0		0
caenorhabditis_briggsae	WBGene00033916	WBGene00054285	1		0
caenorhabditis_briggsae	WBGene00033917	WBGene00054286	1		0
caenorhabditis_briggsae	WBGene00033918	WBGene00054287	1		0
caenorhabditis_briggsae	WBGene00033919	WBGene00054288	1		0
caenorhabditis_briggsae	WBGene00033920	WBGene00054289	1		0
caenorhabditis_briggsae	WBGene00033921	WBGene00054290	1		0
caenorhabditis_briggsae	WBGene00033922	WBGene00054291	1		0
caenorhabditis_briggsae	WBGene00033923	WBGene00054292	1		0
caenorhabditis_briggsae	WBGene00033924	WBGene00054293	1		0
caenorhabditis_briggsae	WBGene00033925				0
caenorhabditis_briggsae	WBGene00033926	WBGene00054294	0		0
caenorhabditis_briggsae	WBGene00033927				0
caenorhabditis_briggsae	WBGene00033928	WBGene00054296	1		0
caenorhabditis_briggsae	WBGene00033929	WBGene00054297	1		0
caenorhabditis_briggsae	WBGene00033930	WBGene00054300	1		0
caenorhabditis_briggsae	WBGene00033931				0
caenorhabditis_briggsae	WBGene00033932	WBGene00054301	1		0
caenorhabditis_briggsae	WBGene00033933	WBGene00054302	1		0
caenorhabditis_briggsae	WBGene00033934	WBGene00054303	0		0
caenorhabditis_briggsae	WBGene00033935	WBGene00054304	1		0
caenorhabditis_briggsae	WBGene00033936	WBGene00054305	1		0
caenorhabditis_briggsae	WBGene00033937	WBGene00054306	1		0
caenorhabditis_briggsae	WBGene00033938	WBGene00054307	1		0
caenorhabditis_briggsae	WBGene00033939	WBGene00054308	0		0
caenorhabditis_briggsae	WBGene00033940	WBGene00054309	1		0
caenorhabditis_briggsae	WBGene00033941	WBGene00054310	1		0
caenorhabditis_briggsae	WBGene00033942	WBGene00084758	1		0
caenorhabditis_briggsae	WBGene00033943	WBGene00054311	1		0
caenorhabditis_briggsae	WBGene00033944	WBGene00054313	1		0
caenorhabditis_briggsae	WBGene00033945	WBGene00054314	1		0
caenorhabditis_briggsae	WBGene00033946	WBGene00084807	1		0
caenorhabditis_briggsae	WBGene00033948	WBGene00054317	1		0
caenorhabditis_briggsae	WBGene00033949	WBGene00054318	1		0
caenorhabditis_briggsae	WBGene00033950	WBGene00054322	0		0
caenorhabditis_briggsae	WBGene00033951	WBGene00054323	1		0
caenorhabditis_briggsae	WBGene00033952	WBGene00054324	1		0
caenorhabditis_briggsae	WBGene00033953	WBGene00054328	1		0
caenorhabditis_briggsae	WBGene00033954	WBGene00054330	1		0
caenorhabditis_briggsae	WBGene00033955	WBGene00054331	1		0
caenorhabditis_briggsae	WBGene00033956	WBGene00054332	1		0
caenorhabditis_briggsae	WBGene00033957	WBGene00054333	0		0
caenorhabditis_briggsae	WBGene00033958				0
caenorhabditis_briggsae	WBGene00033959	WBGene00054335	1		0
caenorhabditis_briggsae	WBGene00033960	WBGene00054336	1		0
caenorhabditis_briggsae	WBGene00033961	WBGene00054337	0		0
caenorhabditis_briggsae	WBGene00033962	WBGene00054339	1		0
caenorhabditis_briggsae	WBGene00033963	WBGene00054340	1		0
caenorhabditis_briggsae	WBGene00033964	WBGene00054341	1		0
caenorhabditis_briggsae	WBGene00033965	WBGene00054343	1		0
caenorhabditis_briggsae	WBGene00033966	WBGene00054344	1		0
caenorhabditis_briggsae	WBGene00033967	WBGene00054345	1		0
caenorhabditis_briggsae	WBGene00033968	WBGene00054346	1		0
caenorhabditis_briggsae	WBGene00033969				0
caenorhabditis_briggsae	WBGene00033970	WBGene00055898	0		0
caenorhabditis_briggsae	WBGene00033971	WBGene00055899	1		0
caenorhabditis_briggsae	WBGene00033972	WBGene00078754	1		0
caenorhabditis_briggsae	WBGene00033973	WBGene00062163	0		0
caenorhabditis_briggsae	WBGene00033974	WBGene00070989	1		0
caenorhabditis_briggsae	WBGene00033974	WBGene00055900	1		0
caenorhabditis_briggsae	WBGene00033975	WBGene00055901	1		0
caenorhabditis_briggsae	WBGene00033976	WBGene00055902	1		0
caenorhabditis_briggsae	WBGene00033977	WBGene00055903	1		0
caenorhabditis_briggsae	WBGene00033978	WBGene00075406	0		0
caenorhabditis_briggsae	WBGene00033979	WBGene00075406	0		0
caenorhabditis_briggsae	WBGene00033980	WBGene00052886	1		0
caenorhabditis_briggsae	WBGene00033980	WBGene00052955	1		0
caenorhabditis_briggsae	WBGene00033981	WBGene00055904	1		0
caenorhabditis_briggsae	WBGene00033982	WBGene00055906	0		0
caenorhabditis_briggsae	WBGene00033983	WBGene00055907	1		0
caenorhabditis_briggsae	WBGene00033984	WBGene00055908	0		0
caenorhabditis_briggsae	WBGene00033985	WBGene00063418	1		0
caenorhabditis_briggsae	WBGene00033986	WBGene00056353	1		0
caenorhabditis_briggsae	WBGene00033987	WBGene00055910	1		0
caenorhabditis_briggsae	WBGene00033988	WBGene00055912	1		0
caenorhabditis_briggsae	WBGene00033989	WBGene00078750	1		0
caenorhabditis_briggsae	WBGene00033990	WBGene00055913	1		0
caenorhabditis_briggsae	WBGene00033992	WBGene00055916	1		0
caenorhabditis_briggsae	WBGene00033993	WBGene00055917	1		0
caenorhabditis_briggsae	WBGene00033994	WBGene00063102	1		0
caenorhabditis_briggsae	WBGene00033995	WBGene00063101	1		0
caenorhabditis_briggsae	WBGene00033996	WBGene00063099	0		0
caenorhabditis_briggsae	WBGene00033997	WBGene00063100	1		0
caenorhabditis_briggsae	WBGene00033998	WBGene00063098	1		0
caenorhabditis_briggsae	WBGene00033999	WBGene00063097	1		0
caenorhabditis_briggsae	WBGene00034000	WBGene00063096	1		0
caenorhabditis_briggsae	WBGene00034001	WBGene00063095	1		0
caenorhabditis_briggsae	WBGene00034002	WBGene00063092	1		0
caenorhabditis_briggsae	WBGene00034003	WBGene00063091	1		0
caenorhabditis_briggsae	WBGene00034004	WBGene00063089	1		0
caenorhabditis_briggsae	WBGene00034005	WBGene00063088	1		0
caenorhabditis_briggsae	WBGene00034006	WBGene00063087	1		0
caenorhabditis_briggsae	WBGene00034007	WBGene00063086	1		0
caenorhabditis_briggsae	WBGene00034008	WBGene00063085	1		0
caenorhabditis_briggsae	WBGene00034009	WBGene00063084	1		0
caenorhabditis_briggsae	WBGene00034010	WBGene00063082	1		0
caenorhabditis_briggsae	WBGene00034011	WBGene00063081	1		0
caenorhabditis_briggsae	WBGene00034012	WBGene00063080	1		0
caenorhabditis_briggsae	WBGene00034013	WBGene00063079	1		0
caenorhabditis_briggsae	WBGene00034014	WBGene00083513	0		0
caenorhabditis_briggsae	WBGene00034015	WBGene00063078	1		0
caenorhabditis_briggsae	WBGene00034016	WBGene00063077	1		0
caenorhabditis_briggsae	WBGene00034017	WBGene00063076	1		0
caenorhabditis_briggsae	WBGene00034018	WBGene00063075	1		0
caenorhabditis_briggsae	WBGene00034019	WBGene00080715	1		0
caenorhabditis_briggsae	WBGene00034020	WBGene00063074	1		0
caenorhabditis_briggsae	WBGene00034021	WBGene00063073	1		0
caenorhabditis_briggsae	WBGene00034022	WBGene00083515	1		0
caenorhabditis_briggsae	WBGene00034023	WBGene00072649	1		0
caenorhabditis_briggsae	WBGene00034023	WBGene00063071	1		0
caenorhabditis_briggsae	WBGene00034023	WBGene00063072	1		0
caenorhabditis_briggsae	WBGene00034024	WBGene00072649	1		0
caenorhabditis_briggsae	WBGene00034024	WBGene00063071	1		0
caenorhabditis_briggsae	WBGene00034024	WBGene00063072	1		0
caenorhabditis_briggsae	WBGene00034025	WBGene00072649	1		0
caenorhabditis_briggsae	WBGene00034025	WBGene00063071	1		0
caenorhabditis_briggsae	WBGene00034025	WBGene00063072	1		0
caenorhabditis_briggsae	WBGene00034026	WBGene00083515	1		0
caenorhabditis_briggsae	WBGene00034027	WBGene00063070	1		0
caenorhabditis_briggsae	WBGene00034028	WBGene00063069	1		0
caenorhabditis_briggsae	WBGene00034029	WBGene00063068	0		0
caenorhabditis_briggsae	WBGene00034030	WBGene00083505	1		0
caenorhabditis_briggsae	WBGene00034030	WBGene00083500	1		0
caenorhabditis_briggsae	WBGene00034031	WBGene00063067	0		0
caenorhabditis_briggsae	WBGene00034032				0
caenorhabditis_briggsae	WBGene00034034	WBGene00063066	1		0
caenorhabditis_briggsae	WBGene00034035	WBGene00063065	1		0
caenorhabditis_briggsae	WBGene00034036	WBGene00063062	1		0
caenorhabditis_briggsae	WBGene00034037	WBGene00063063	0		0
caenorhabditis_briggsae	WBGene00034038	WBGene00063064	1		0
caenorhabditis_briggsae	WBGene00034039	WBGene00063061	1		0
caenorhabditis_briggsae	WBGene00034040	WBGene00081024	1		0
caenorhabditis_briggsae	WBGene00034040	WBGene00081031	1		0
caenorhabditis_briggsae	WBGene00034041	WBGene00063060	1		0
caenorhabditis_briggsae	WBGene00034042	WBGene00063059	1		0
caenorhabditis_briggsae	WBGene00034043	WBGene00063056	1		0
caenorhabditis_briggsae	WBGene00034043	WBGene00065765	1		0
caenorhabditis_briggsae	WBGene00034044	WBGene00063055	1		0
caenorhabditis_briggsae	WBGene00034045	WBGene00063054	1		0
caenorhabditis_briggsae	WBGene00034046	WBGene00063053	1		0
caenorhabditis_briggsae	WBGene00034047	WBGene00063052	1		0
caenorhabditis_briggsae	WBGene00034048	WBGene00063051	1		0
caenorhabditis_briggsae	WBGene00034049	WBGene00063050	1		0
caenorhabditis_briggsae	WBGene00034050	WBGene00063049	1		0
caenorhabditis_briggsae	WBGene00034051	WBGene00063048	1		0
caenorhabditis_briggsae	WBGene00034052	WBGene00072798	1		0
caenorhabditis_briggsae	WBGene00034053	WBGene00063047	1		0
caenorhabditis_briggsae	WBGene00034054	WBGene00063046	1		0
caenorhabditis_briggsae	WBGene00034055	WBGene00063045	1		0
caenorhabditis_briggsae	WBGene00034056	WBGene00063043	1		0
caenorhabditis_briggsae	WBGene00034057	WBGene00063042	1		0
caenorhabditis_briggsae	WBGene00034058	WBGene00063041	0		0
caenorhabditis_briggsae	WBGene00034059	WBGene00063040	0		0
caenorhabditis_briggsae	WBGene00034060	WBGene00063039	1		0
caenorhabditis_briggsae	WBGene00034061	WBGene00063038	1		0
caenorhabditis_briggsae	WBGene00034062	WBGene00063037	1		0
caenorhabditis_briggsae	WBGene00034063	WBGene00063035	1		0
caenorhabditis_briggsae	WBGene00034064	WBGene00063034	1		0
caenorhabditis_briggsae	WBGene00034065	WBGene00063033	0		0
caenorhabditis_briggsae	WBGene00034066	WBGene00063032	1		0
caenorhabditis_briggsae	WBGene00034067	WBGene00063031	1		0
caenorhabditis_briggsae	WBGene00034068	WBGene00063028	1		0
caenorhabditis_briggsae	WBGene00034069				0
caenorhabditis_briggsae	WBGene00034070	WBGene00063030	1		0
caenorhabditis_briggsae	WBGene00034071	WBGene00063027	1		0
caenorhabditis_briggsae	WBGene00034072	WBGene00063026	0		0
caenorhabditis_briggsae	WBGene00034073	WBGene00063025	1		0
caenorhabditis_briggsae	WBGene00034074	WBGene00063024	1		0
caenorhabditis_briggsae	WBGene00034075	WBGene00063023	1		0
caenorhabditis_briggsae	WBGene00034076	WBGene00063022	1		0
caenorhabditis_briggsae	WBGene00034077	WBGene00063021	1		0
caenorhabditis_briggsae	WBGene00034078	WBGene00063020	0		0
caenorhabditis_briggsae	WBGene00034080	WBGene00063018	1		0
caenorhabditis_briggsae	WBGene00034081	WBGene00063017	1		0
caenorhabditis_briggsae	WBGene00034082	WBGene00063016	1		0
caenorhabditis_briggsae	WBGene00034083	WBGene00063013	1		0
caenorhabditis_briggsae	WBGene00034084	WBGene00063012	1		0
caenorhabditis_briggsae	WBGene00034085	WBGene00055079	1		0
caenorhabditis_briggsae	WBGene00034085	WBGene00055143	1		0
caenorhabditis_briggsae	WBGene00034086	WBGene00083507	1		0
caenorhabditis_briggsae	WBGene00034087	WBGene00063011	1		0
caenorhabditis_briggsae	WBGene00034088				0
caenorhabditis_briggsae	WBGene00034089	WBGene00063008	1		0
caenorhabditis_briggsae	WBGene00034090	WBGene00063007	1		0
caenorhabditis_briggsae	WBGene00034091	WBGene00063006	1		0
caenorhabditis_briggsae	WBGene00034092	WBGene00063005	1		0
caenorhabditis_briggsae	WBGene00034093	WBGene00063004	1		0
caenorhabditis_briggsae	WBGene00034094	WBGene00063003	1		0
caenorhabditis_briggsae	WBGene00034095	WBGene00063002	1		0
caenorhabditis_briggsae	WBGene00034096	WBGene00063001	1		0
caenorhabditis_briggsae	WBGene00034097	WBGene00063000	1		0
caenorhabditis_briggsae	WBGene00034098	WBGene00063004	1		0
caenorhabditis_briggsae	WBGene00034099	WBGene00063003	1		0
caenorhabditis_briggsae	WBGene00034100	WBGene00063002	1		0
caenorhabditis_briggsae	WBGene00034101	WBGene00063001	1		0
caenorhabditis_briggsae	WBGene00034102	WBGene00063000	1		0
caenorhabditis_briggsae	WBGene00034103	WBGene00062999	0		0
caenorhabditis_briggsae	WBGene00034104	WBGene00062998	1		0
caenorhabditis_briggsae	WBGene00034105	WBGene00062997	1		0
caenorhabditis_briggsae	WBGene00034106	WBGene00062996	0		0
caenorhabditis_briggsae	WBGene00034107	WBGene00062994	0		0
caenorhabditis_briggsae	WBGene00034108	WBGene00062992	1		0
caenorhabditis_briggsae	WBGene00034109	WBGene00062991	1		0
caenorhabditis_briggsae	WBGene00034110	WBGene00062990	1		0
caenorhabditis_briggsae	WBGene00034111	WBGene00053213	1		0
caenorhabditis_briggsae	WBGene00034111	WBGene00053377	1		0
caenorhabditis_briggsae	WBGene00034112	WBGene00053791	1		0
caenorhabditis_briggsae	WBGene00034113	WBGene00053787	1		0
caenorhabditis_briggsae	WBGene00034114				0
caenorhabditis_briggsae	WBGene00034115	WBGene00053784	1		0
caenorhabditis_briggsae	WBGene00034116	WBGene00053777	1		0
caenorhabditis_briggsae	WBGene00034117	WBGene00053776	1		0
caenorhabditis_briggsae	WBGene00034118	WBGene00053775	1		0
caenorhabditis_briggsae	WBGene00034119	WBGene00053774	1		0
caenorhabditis_briggsae	WBGene00034120				0
caenorhabditis_briggsae	WBGene00034121	WBGene00053772	1		0
caenorhabditis_briggsae	WBGene00034122	WBGene00053771	1		0
caenorhabditis_briggsae	WBGene00034123	WBGene00053769	1		0
caenorhabditis_briggsae	WBGene00034124	WBGene00053768	1		0
caenorhabditis_briggsae	WBGene00034125	WBGene00053767	1		0
caenorhabditis_briggsae	WBGene00034126	WBGene00053766	0		0
caenorhabditis_briggsae	WBGene00034127	WBGene00077930	1		0
caenorhabditis_briggsae	WBGene00034128	WBGene00053765	1		0
caenorhabditis_briggsae	WBGene00034129	WBGene00053752	1		0
caenorhabditis_briggsae	WBGene00034130	WBGene00053753	1		0
caenorhabditis_briggsae	WBGene00034131	WBGene00053754	1		0
caenorhabditis_briggsae	WBGene00034132	WBGene00053755	1		0
caenorhabditis_briggsae	WBGene00034133	WBGene00053756	1		0
caenorhabditis_briggsae	WBGene00034134	WBGene00053757	0		0
caenorhabditis_briggsae	WBGene00034135	WBGene00053758	1		0
caenorhabditis_briggsae	WBGene00034136	WBGene00053759	1		0
caenorhabditis_briggsae	WBGene00034137	WBGene00053760	1		0
caenorhabditis_briggsae	WBGene00034138	WBGene00053760	1		0
caenorhabditis_briggsae	WBGene00034139	WBGene00053761	1		0
caenorhabditis_briggsae	WBGene00034140				0
caenorhabditis_briggsae	WBGene00034141				0
caenorhabditis_briggsae	WBGene00034142	WBGene00053725	0		0
caenorhabditis_briggsae	WBGene00034142	WBGene00195191	0		0
caenorhabditis_briggsae	WBGene00034143	WBGene00053747	0		0
caenorhabditis_briggsae	WBGene00034144	WBGene00079410	1		0
caenorhabditis_briggsae	WBGene00034145	WBGene00053748	0		0
caenorhabditis_briggsae	WBGene00034146	WBGene00053751	0		0
caenorhabditis_briggsae	WBGene00034147	WBGene00053746	1		0
caenorhabditis_briggsae	WBGene00034148	WBGene00053744	1		0
caenorhabditis_briggsae	WBGene00034149				0
caenorhabditis_briggsae	WBGene00034150	WBGene00077991	1		0
caenorhabditis_briggsae	WBGene00034151	WBGene00053742	1		0
caenorhabditis_briggsae	WBGene00034152	WBGene00053741	1		0
caenorhabditis_briggsae	WBGene00034153	WBGene00053740	1		0
caenorhabditis_briggsae	WBGene00034154	WBGene00062699	0		0
caenorhabditis_briggsae	WBGene00034154	WBGene00073625	0		0
caenorhabditis_briggsae	WBGene00034154	WBGene00069110	0		0
caenorhabditis_briggsae	WBGene00034155				0
caenorhabditis_briggsae	WBGene00034156				0
caenorhabditis_briggsae	WBGene00034157	WBGene00053739	1		0
caenorhabditis_briggsae	WBGene00034158	WBGene00053738	1		0
caenorhabditis_briggsae	WBGene00034159	WBGene00053814	1		0
caenorhabditis_briggsae	WBGene00034159	WBGene00053737	1		0
caenorhabditis_briggsae	WBGene00034160	WBGene00053781	1		0
caenorhabditis_briggsae	WBGene00034160	WBGene00053714	1		0
caenorhabditis_briggsae	WBGene00034161	WBGene00053715	1		0
caenorhabditis_briggsae	WBGene00034162				0
caenorhabditis_briggsae	WBGene00034163	WBGene00064968	1		0
caenorhabditis_briggsae	WBGene00034163	WBGene00076547	1		0
caenorhabditis_briggsae	WBGene00034164	WBGene00064511	1		0
caenorhabditis_briggsae	WBGene00034165	WBGene00053717	1		0
caenorhabditis_briggsae	WBGene00034166	WBGene00053718	1		0
caenorhabditis_briggsae	WBGene00034167	WBGene00077937	1		0
caenorhabditis_briggsae	WBGene00034168	WBGene00053720	1		0
caenorhabditis_briggsae	WBGene00034169	WBGene00053721	1		0
caenorhabditis_briggsae	WBGene00034170	WBGene00069724	1		0
caenorhabditis_briggsae	WBGene00034170	WBGene00074379	1		0
caenorhabditis_briggsae	WBGene00034170	WBGene00059031	1		0
caenorhabditis_briggsae	WBGene00034170	WBGene00074718	1		0
caenorhabditis_briggsae	WBGene00034171				0
caenorhabditis_briggsae	WBGene00034172	WBGene00077989	1		0
caenorhabditis_briggsae	WBGene00034173	WBGene00053736	1		0
caenorhabditis_briggsae	WBGene00034174	WBGene00053735	1		0
caenorhabditis_briggsae	WBGene00034175	WBGene00053734	1		0
caenorhabditis_briggsae	WBGene00034176	WBGene00053733	1		0
caenorhabditis_briggsae	WBGene00034177	WBGene00077985	1		0
caenorhabditis_briggsae	WBGene00034178	WBGene00067792	1		0
caenorhabditis_briggsae	WBGene00034179	WBGene00067792	1		0
caenorhabditis_briggsae	WBGene00034180	WBGene00067535	1		0
caenorhabditis_briggsae	WBGene00034181	WBGene00055526	1		0
caenorhabditis_briggsae	WBGene00034183	WBGene00061459	0		0
caenorhabditis_briggsae	WBGene00034184				0
caenorhabditis_briggsae	WBGene00034185	WBGene00067533	1		0
caenorhabditis_briggsae	WBGene00034187				0
caenorhabditis_briggsae	WBGene00034188	WBGene00075494	1		0
caenorhabditis_briggsae	WBGene00034189	WBGene00067531	1		0
caenorhabditis_briggsae	WBGene00034190				0
caenorhabditis_briggsae	WBGene00034191	WBGene00053770	1		0
caenorhabditis_briggsae	WBGene00034192	WBGene00053771	1		0
caenorhabditis_briggsae	WBGene00034193				0
caenorhabditis_briggsae	WBGene00034194	WBGene00075494	1		0
caenorhabditis_briggsae	WBGene00034195	WBGene00067531	1		0
caenorhabditis_briggsae	WBGene00034196	WBGene00067514	1		0
caenorhabditis_briggsae	WBGene00034197	WBGene00067513	1		0
caenorhabditis_briggsae	WBGene00034198	WBGene00067512	1		0
caenorhabditis_briggsae	WBGene00034199	WBGene00067511	1		0
caenorhabditis_briggsae	WBGene00034200	WBGene00067510	1		0
caenorhabditis_briggsae	WBGene00034201				0
caenorhabditis_briggsae	WBGene00034202				0
caenorhabditis_briggsae	WBGene00034203	WBGene00067522	0		0
caenorhabditis_briggsae	WBGene00034203	WBGene00067524	0		0
caenorhabditis_briggsae	WBGene00034203	WBGene00067523	0		0
caenorhabditis_briggsae	WBGene00034204	WBGene00067521	1		0
caenorhabditis_briggsae	WBGene00034205	WBGene00067526	1		0
caenorhabditis_briggsae	WBGene00034206	WBGene00065100	0		0
caenorhabditis_briggsae	WBGene00034207	WBGene00065099	1		0
caenorhabditis_briggsae	WBGene00034208	WBGene00065096	1		0
caenorhabditis_briggsae	WBGene00034209				0
caenorhabditis_briggsae	WBGene00034210	WBGene00065095	0		0
caenorhabditis_briggsae	WBGene00034211				0
caenorhabditis_briggsae	WBGene00034212	WBGene00065093	1		0
caenorhabditis_briggsae	WBGene00034214	WBGene00068786	1		0
caenorhabditis_briggsae	WBGene00034215				0
caenorhabditis_briggsae	WBGene00034216	WBGene00071256	1		0
caenorhabditis_briggsae	WBGene00034217				0
caenorhabditis_briggsae	WBGene00034218	WBGene00071255	1		0
caenorhabditis_briggsae	WBGene00034218	WBGene00071254	1		0
caenorhabditis_briggsae	WBGene00034219	WBGene00071253	1		0
caenorhabditis_briggsae	WBGene00034220	WBGene00071252	1		0
caenorhabditis_briggsae	WBGene00034221	WBGene00083766	1		0
caenorhabditis_briggsae	WBGene00034222	WBGene00067518	1		0
caenorhabditis_briggsae	WBGene00034222	WBGene00071258	1		0
caenorhabditis_briggsae	WBGene00034223	WBGene00084953	1		0
caenorhabditis_briggsae	WBGene00034223	WBGene00084988	1		0
caenorhabditis_briggsae	WBGene00034224	WBGene00065103	1		0
caenorhabditis_briggsae	WBGene00034224	WBGene00084952	1		0
caenorhabditis_briggsae	WBGene00034224	WBGene00065104	1		0
caenorhabditis_briggsae	WBGene00034225	WBGene00065103	1		0
caenorhabditis_briggsae	WBGene00034225	WBGene00084952	1		0
caenorhabditis_briggsae	WBGene00034225	WBGene00065104	1		0
caenorhabditis_briggsae	WBGene00034226	WBGene00065105	1		0
caenorhabditis_briggsae	WBGene00034227	WBGene00079410	1		0
caenorhabditis_briggsae	WBGene00034228	WBGene00065108	1		0
caenorhabditis_briggsae	WBGene00034228	WBGene00065106	1		0
caenorhabditis_briggsae	WBGene00034229				0
caenorhabditis_briggsae	WBGene00034230				0
caenorhabditis_briggsae	WBGene00034231	WBGene00065122	1		0
caenorhabditis_briggsae	WBGene00034232	WBGene00065121	1		0
caenorhabditis_briggsae	WBGene00034233	WBGene00065120	0		0
caenorhabditis_briggsae	WBGene00034235				0
caenorhabditis_briggsae	WBGene00034236	WBGene00065117	1		0
caenorhabditis_briggsae	WBGene00034237	WBGene00065110	1		0
caenorhabditis_briggsae	WBGene00034238	WBGene00065109	1		0
caenorhabditis_briggsae	WBGene00034239	WBGene00065123	1		0
caenorhabditis_briggsae	WBGene00034240	WBGene00065124	1		0
caenorhabditis_briggsae	WBGene00034241				0
caenorhabditis_briggsae	WBGene00034242	WBGene00065125	1		0
caenorhabditis_briggsae	WBGene00034243	WBGene00065127	1		0
caenorhabditis_briggsae	WBGene00034244	WBGene00060317	0		0
caenorhabditis_briggsae	WBGene00034245	WBGene00084982	1		0
caenorhabditis_briggsae	WBGene00034246	WBGene00065131	1		0
caenorhabditis_briggsae	WBGene00034247				0
caenorhabditis_briggsae	WBGene00034248				0
caenorhabditis_briggsae	WBGene00034249	WBGene00070852	1		0
caenorhabditis_briggsae	WBGene00034250	WBGene00080067	1		0
caenorhabditis_briggsae	WBGene00034251	WBGene00072685	1		0
caenorhabditis_briggsae	WBGene00034252	WBGene00085838	1		0
caenorhabditis_briggsae	WBGene00034253	WBGene00072683	1		0
caenorhabditis_briggsae	WBGene00034254	WBGene00084426	0		0
caenorhabditis_briggsae	WBGene00034255	WBGene00072680	1		0
caenorhabditis_briggsae	WBGene00034256				0
caenorhabditis_briggsae	WBGene00034257	WBGene00071884	0		0
caenorhabditis_briggsae	WBGene00034258	WBGene00071881	1		0
caenorhabditis_briggsae	WBGene00034259	WBGene00071882	0		0
caenorhabditis_briggsae	WBGene00034260	WBGene00072003	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00081481	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00069482	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00071707	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00079497	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00083298	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00064494	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00080583	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00082583	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00061870	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00080820	1		0
caenorhabditis_briggsae	WBGene00034262	WBGene00071102	1		0
caenorhabditis_briggsae	WBGene00034263	WBGene00068059	1		0
caenorhabditis_briggsae	WBGene00034263	WBGene00073602	1		0
caenorhabditis_briggsae	WBGene00034264	WBGene00082257	0		0
caenorhabditis_briggsae	WBGene00034265	WBGene00072008	1		0
caenorhabditis_briggsae	WBGene00034266	WBGene00072009	1		0
caenorhabditis_briggsae	WBGene00034267	WBGene00064550	1		0
caenorhabditis_briggsae	WBGene00034268	WBGene00064549	0		0
caenorhabditis_briggsae	WBGene00034269	WBGene00064547	1		0
caenorhabditis_briggsae	WBGene00034270	WBGene00064548	1		0
caenorhabditis_briggsae	WBGene00034271	WBGene00064546	1		0
caenorhabditis_briggsae	WBGene00034272	WBGene00064544	1		0
caenorhabditis_briggsae	WBGene00034273	WBGene00064544	1		0
caenorhabditis_briggsae	WBGene00034274	WBGene00064570	0		0
caenorhabditis_briggsae	WBGene00034275				0
caenorhabditis_briggsae	WBGene00034276	WBGene00064572	1		0
caenorhabditis_briggsae	WBGene00034277	WBGene00064573	1		0
caenorhabditis_briggsae	WBGene00034278	WBGene00064576	1		0
caenorhabditis_briggsae	WBGene00034279	WBGene00064575	0		0
caenorhabditis_briggsae	WBGene00034280	WBGene00078928	1		0
caenorhabditis_briggsae	WBGene00034280	WBGene00064581	1		0
caenorhabditis_briggsae	WBGene00034280	WBGene00064580	1		0
caenorhabditis_briggsae	WBGene00034280	WBGene00078938	1		0
caenorhabditis_briggsae	WBGene00034280	WBGene00064582	1		0
caenorhabditis_briggsae	WBGene00034280	WBGene00064579	1		0
caenorhabditis_briggsae	WBGene00034281	WBGene00064583	1		0
caenorhabditis_briggsae	WBGene00034282	WBGene00064584	1		0
caenorhabditis_briggsae	WBGene00034283	WBGene00064585	1		0
caenorhabditis_briggsae	WBGene00034284	WBGene00082258	1		0
caenorhabditis_briggsae	WBGene00034285	WBGene00072002	1		0
caenorhabditis_briggsae	WBGene00034286	WBGene00072010	1		0
caenorhabditis_briggsae	WBGene00034287	WBGene00075240	1		0
